t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,1.000000000000061728e+00,1.000000000000066835e+00,1.000000000000045741e+00,1.000000000000120126e+00,1.000000000000087041e+00,1.000000000000001998e+00,1.000000000000009770e+00,1.000000000000061950e+00,1.000000000000003331e+00,1.000000000000051958e+00
1.000000000000000021e-02,9.909818110127364132e-01,9.999791623885487812e-01,9.944163452589622754e-01,9.187718563207868394e-01,9.990792066295949292e-01,9.999974248762998341e-01,9.992816403727151631e-01,9.976847192747144710e-01,9.986784668491455186e-01,9.999937132951451924e-01
2.000000000000000042e-02,9.931061069871970348e-01,9.997921961253473100e-01,9.979840569864381061e-01,9.742893277431313726e-01,9.973485258333579795e-01,9.999645821821843139e-01,9.977717556141626476e-01,9.959831387466645536e-01,9.979446478607059134e-01,9.999245664651152943e-01
2.999999999999999889e-02,9.984312564310428018e-01,9.995485378556789868e-01,9.962441016584516751e-01,9.435274762785981206e-01,9.959033247821811319e-01,9.998525628154354417e-01,9.993302606171229341e-01,9.972035814541931886e-01,9.981350584411214921e-01,9.997551741954822102e-01
4.000000000000000083e-02,9.891483034998919122e-01,9.995716468116438991e-01,9.944864757287943391e-01,9.933156236982289000e-01,9.905898056703715815e-01,9.996297347559637281e-01,9.980908402542714164e-01,9.956516981759383489e-01,9.965390524025385943e-01,9.995339743241011821e-01
5.000000000000000278e-02,9.941341299861751191e-01,9.994684739774329918e-01,9.936052436132607468e-01,9.715737949300373710e-01,9.884621604624767022e-01,9.993129063426132719e-01,9.985622111285102909e-01,9.970346813971330269e-01,9.964770176599502260e-01,9.992503944955606343e-01
5.999999999999999778e-02,9.976989158573547067e-01,9.987026011029278560e-01,9.892276399940218568e-01,9.010900970229653861e-01,9.882297811188053283e-01,9.989664017651490591e-01,9.981063910979048881e-01,9.959683160189053419e-01,9.973639492081385338e-01,9.988209286929615738e-01
7.000000000000000666e-02,9.902842911670517445e-01,9.979865412583466266e-01,9.958936445686613625e-01,8.659369592066954446e-01,9.867588656354986387e-01,9.986630562862444105e-01,9.980809738757492333e-01,9.940463160179845437e-01,9.946457355924066546e-01,9.982772887034915277e-01
8.000000000000000167e-02,9.954661128436430584e-01,9.982606070932916742e-01,9.819084637166387575e-01,9.792513754964278228e-01,9.893470811946887267e-01,9.984199596746252681e-01,9.961571879048704004e-01,9.874811337265555489e-01,9.961043810079019956e-01,9.977138938449102712e-01
8.999999999999999667e-02,9.920034130857319221e-01,9.988426783081908455e-01,9.946583504729524794e-01,9.069242609383751930e-01,9.899706256974679652e-01,9.981935329493650810e-01,9.970197213317245621e-01,9.845656826611428603e-01,9.971818385929872575e-01,9.970170788518237792e-01
1.000000000000000056e-01,9.896069570138257276e-01,9.985601040795591965e-01,9.887681350170038908e-01,9.629449859132731548e-01,9.885502355266716501e-01,9.979557669710477086e-01,9.980347851978200735e-01,9.867318738084092100e-01,9.936037678571411069e-01,9.959276334637081618e-01
