t,avg_L
0.000000000000000000e+00,9.999999999990077937e-01
1.000000000000000021e-02,6.662512985945818686e-03
2.000000000000000042e-02,3.247814670187827019e-03
2.999999999999999889e-02,3.608961589478808935e-02
4.000000000000000083e-02,7.350779193612025364e-02
5.000000000000000278e-02,8.454593236761951888e-03
5.999999999999999778e-02,8.120403398262119460e-03
7.000000000000000666e-02,1.233461211628089985e-02
8.000000000000000167e-02,2.461214210389580520e-03
8.999999999999999667e-02,1.098393068978958075e-02
1.000000000000000056e-01,9.287248608732727104e-03
1.100000000000000006e-01,5.219911455935491440e-02
1.199999999999999956e-01,9.667878633594686674e-03
1.300000000000000044e-01,1.632246295264863515e-03
1.400000000000000133e-01,1.222008765058514405e-02
1.499999999999999944e-01,1.571386954972003955e-03
1.600000000000000033e-01,1.426526812928216245e-02
1.700000000000000122e-01,8.504097254019576599e-03
1.799999999999999933e-01,2.388850756832272201e-02
1.900000000000000022e-01,-2.300777683783469026e-03
2.000000000000000111e-01,6.017527103828565482e-03
2.099999999999999922e-01,2.251669264275816488e-03
2.200000000000000011e-01,4.555828323139348227e-03
2.300000000000000100e-01,1.887261296094646171e-02
2.399999999999999911e-01,8.982668556527647827e-03
2.500000000000000000e-01,9.050223220663634535e-03
2.600000000000000089e-01,7.428255091818129416e-03
2.700000000000000178e-01,1.461415321168872856e-02
2.800000000000000266e-01,1.269639371557606915e-02
2.899999999999999800e-01,7.690091926405099795e-03
2.999999999999999889e-01,1.191156005682573321e-02
3.099999999999999978e-01,2.883332741222761290e-03
3.200000000000000067e-01,1.626897435074438347e-02
3.300000000000000155e-01,1.111311490156670877e-02
3.400000000000000244e-01,4.692576540998781576e-02
3.500000000000000333e-01,6.675546910409424148e-03
3.599999999999999867e-01,1.276579185712519576e-02
3.699999999999999956e-01,6.670293049292621949e-03
3.800000000000000044e-01,6.017947165079911599e-03
3.900000000000000133e-01,2.885011188936774038e-03
4.000000000000000222e-01,4.284616936356007259e-03
4.100000000000000311e-01,5.127748240764369927e-03
4.199999999999999845e-01,1.612080115157300472e-03
4.299999999999999933e-01,1.645338877348965275e-03
4.400000000000000022e-01,6.027768915777624928e-03
4.500000000000000111e-01,3.745577405966195490e-03
4.600000000000000200e-01,4.679621253809372085e-03
4.700000000000000289e-01,2.344086039386324930e-03
4.799999999999999822e-01,6.146669863351491431e-03
4.899999999999999911e-01,5.955195184719635354e-03
5.000000000000000000e-01,2.392675248960935992e-03
5.100000000000000089e-01,1.120878168774373101e-02
5.200000000000000178e-01,1.355859870028455413e-02
5.300000000000000266e-01,3.829766995409560407e-03
5.400000000000000355e-01,8.915375092874096991e-03
5.500000000000000444e-01,7.750420684862642344e-03
5.600000000000000533e-01,8.888323661574239892e-03
5.700000000000000622e-01,1.416491655079760159e-03
5.799999999999999600e-01,1.279832321262553297e-03
5.899999999999999689e-01,1.028229739762321140e-02
5.999999999999999778e-01,8.326046967332306412e-03
6.099999999999999867e-01,7.766227532824946170e-03
6.199999999999999956e-01,5.426487132198957314e-03
6.300000000000000044e-01,6.880577514782063898e-03
6.400000000000000133e-01,2.359620768471375717e-03
6.500000000000000222e-01,3.660362927601541923e-03
6.600000000000000311e-01,1.019127026338574778e-02
6.700000000000000400e-01,3.599075427282577132e-03
6.800000000000000488e-01,3.601487279928483718e-04
6.900000000000000577e-01,4.039476122702921786e-03
7.000000000000000666e-01,2.850524641347814379e-03
7.099999999999999645e-01,8.158505474201591112e-03
7.199999999999999734e-01,4.342064683609977299e-03
7.299999999999999822e-01,6.644032777663027092e-03
7.399999999999999911e-01,1.712179207088064883e-02
7.500000000000000000e-01,8.296684816363674927e-04
7.600000000000000089e-01,2.427061787773836070e-03
7.700000000000000178e-01,3.536585952664649500e-03
7.800000000000000266e-01,1.879125938138680174e-03
7.900000000000000355e-01,4.847180169480772710e-03
8.000000000000000444e-01,5.774083076550536042e-03
8.100000000000000533e-01,1.173107215049605176e-02
8.200000000000000622e-01,1.591395881192435996e-02
8.300000000000000711e-01,9.980657847008060895e-04
8.399999999999999689e-01,7.016316056190564010e-04
8.499999999999999778e-01,1.843665523213418908e-04
8.599999999999999867e-01,1.657166204846885829e-03
8.699999999999999956e-01,3.854699663370978434e-03
8.800000000000000044e-01,6.267378924845176669e-03
8.900000000000000133e-01,1.761672891209352734e-02
9.000000000000000222e-01,7.707163642839394077e-03
9.100000000000000311e-01,2.630501682509328067e-03
9.200000000000000400e-01,3.408138033533020771e-03
9.300000000000000488e-01,2.485523435140292621e-03
9.400000000000000577e-01,1.288837189708179646e-03
9.500000000000000666e-01,4.135549273288682999e-03
9.599999999999999645e-01,1.304921917396610620e-03
9.699999999999999734e-01,2.876343649114238010e-03
9.799999999999999822e-01,1.819590679810570953e-03
9.899999999999999911e-01,-2.860682732021000515e-06
1.000000000000000000e+00,2.138173383629581384e-03
1.010000000000000009e+00,1.301143073207338676e-03
1.020000000000000018e+00,1.333676672200691650e-04
1.030000000000000027e+00,1.244056070146259789e-03
1.040000000000000036e+00,2.147700475232763948e-03
1.050000000000000044e+00,1.694816064729314170e-03
1.060000000000000053e+00,1.063448462468538983e-03
1.070000000000000062e+00,9.659916120816279235e-04
1.080000000000000071e+00,1.188553991471519864e-03
1.090000000000000080e+00,1.211268262362407127e-03
1.100000000000000089e+00,1.874344060926521000e-03
1.110000000000000098e+00,1.056718809465489323e-03
1.120000000000000107e+00,2.945126587516976209e-03
1.130000000000000115e+00,1.218432317829835129e-03
1.140000000000000124e+00,1.377255681707136676e-03
1.150000000000000133e+00,6.074099020903755411e-04
1.159999999999999920e+00,7.789594041496539223e-04
1.169999999999999929e+00,3.272708894440603438e-04
1.179999999999999938e+00,5.800248431349478741e-04
1.189999999999999947e+00,4.546906210447100149e-04
1.199999999999999956e+00,1.624122660458379806e-03
1.209999999999999964e+00,4.229140952138726579e-05
1.219999999999999973e+00,5.910890895804638066e-05
1.229999999999999982e+00,9.322711287033009386e-06
1.239999999999999991e+00,3.251262219983135212e-04
1.250000000000000000e+00,2.022832350414072232e-04
1.260000000000000009e+00,7.610931384546354645e-05
1.270000000000000018e+00,2.415735060669266720e-04
1.280000000000000027e+00,4.435214522414048300e-07
1.290000000000000036e+00,3.976685931156944721e-04
1.300000000000000044e+00,1.240187290539596521e-03
1.310000000000000053e+00,1.962225023888735233e-04
1.320000000000000062e+00,5.820122305110577484e-04
1.330000000000000071e+00,5.790966568933045896e-04
1.340000000000000080e+00,2.792762486558908680e-04
1.350000000000000089e+00,7.655174485937944447e-04
1.360000000000000098e+00,1.432988989978036724e-04
1.370000000000000107e+00,7.394467647973097866e-05
1.380000000000000115e+00,6.409701431050577897e-04
1.390000000000000124e+00,1.285206588759367106e-03
1.400000000000000133e+00,1.970340605266928270e-04
1.409999999999999920e+00,5.975438420983009971e-04
1.419999999999999929e+00,7.764238831734803555e-04
1.429999999999999938e+00,3.388436310534704058e-04
1.439999999999999947e+00,5.677341027294422176e-04
1.449999999999999956e+00,6.617847618868024587e-04
1.459999999999999964e+00,2.742631440404569027e-05
1.469999999999999973e+00,9.642512161813948147e-05
1.479999999999999982e+00,1.502913270777095226e-04
1.489999999999999991e+00,1.956686147599247401e-04
1.500000000000000000e+00,6.434424417560671481e-05
1.510000000000000009e+00,3.177779525204438982e-05
1.520000000000000018e+00,1.783866444354651653e-05
1.530000000000000027e+00,3.460036108821279779e-04
1.540000000000000036e+00,2.654733119066083201e-05
1.550000000000000044e+00,6.353879987458174467e-05
1.560000000000000053e+00,8.480021976772042801e-06
1.570000000000000062e+00,2.953895242887291681e-06
1.580000000000000071e+00,1.238752111395166394e-04
1.590000000000000080e+00,5.603912029261299828e-05
1.600000000000000089e+00,7.949547516908620675e-04
1.610000000000000098e+00,1.330020263912385444e-04
1.620000000000000107e+00,7.562360973471319030e-05
1.630000000000000115e+00,4.540741625008247028e-04
1.640000000000000124e+00,4.012046881051622082e-04
1.650000000000000133e+00,2.575220975349157369e-04
1.660000000000000142e+00,2.156340446759798777e-05
1.669999999999999929e+00,7.583327196977922638e-04
1.679999999999999938e+00,7.454109597302228723e-04
1.689999999999999947e+00,1.685637037266926065e-04
1.699999999999999956e+00,3.508679196024146575e-04
1.709999999999999964e+00,3.143832073349201763e-04
1.719999999999999973e+00,3.162997850490086851e-04
