t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,9.999999999991139310e-01,9.999999999991558974e-01,9.999999999989322985e-01,9.999999999990099031e-01,9.999999999989499511e-01,9.999999999993405275e-01,9.999999999988367083e-01,9.999999999991273647e-01,9.999999999989197530e-01,9.999999999994628741e-01
1.000000000000000021e-02,6.261234036634820699e-01,5.726922540049244649e-03,2.982188823474385964e-01,-2.748360692867008638e-05,9.251096633703631122e-04,2.941461683125081161e-01,6.641993425447415000e-02,2.055680986276486183e-02,-1.398334095054828800e-03,2.051366912647728524e-01
2.000000000000000042e-02,8.626399078153530464e-01,6.235944001751641402e-02,2.794096162867746869e-01,3.007276019637760042e-07,4.593997533004420125e-02,6.417826634557035614e-01,8.378063012550661381e-02,2.003507528412777072e-01,7.696553988925543255e-05,1.318416239933739298e-01
2.999999999999999889e-02,3.893644813886600331e-01,4.287061947750640117e-02,1.302243803018675872e-01,9.197294355091617810e-07,1.866723766572007601e-02,4.471615330936241639e-01,2.392740899928788578e-01,9.258558412560837989e-03,5.470382281577207059e-03,2.715274757762735081e-01
4.000000000000000083e-02,5.970979107948137798e-01,1.320173608455649239e-01,4.713131914616252027e-01,4.398552812129445897e-08,5.469659340763689537e-01,5.900093581083417638e-01,1.486089182693230148e-01,5.676458905566626745e-02,1.683943014344149594e-03,6.718276671288325730e-01
5.000000000000000278e-02,5.581611762939174826e-01,5.437215017205505874e-02,4.166590999566275877e-01,-5.869861215081605967e-08,3.066924827167043233e-02,3.069360001375772695e-01,7.454521220081450350e-02,9.094178003324875081e-02,3.896896689173778329e-03,1.787747375797480720e-01
5.999999999999999778e-02,2.967355218458938015e-01,2.276504283750368715e-02,2.183933985872386074e-01,-3.853228088168034866e-07,7.567827782023937855e-03,3.071753473701606119e-01,9.143026158135339476e-02,9.515817423055052127e-02,6.075530434808915645e-04,1.986596371075449174e-01
7.000000000000000666e-02,7.641315396879274635e-01,7.815791918917951164e-02,3.470103592258163006e-01,2.002663730473062652e-06,4.182017552176846460e-03,5.135032766615256206e-01,3.673798347280406995e-01,8.062260995831656632e-03,1.394331281999378015e-03,5.203374706855929954e-01
8.000000000000000167e-02,2.222667112478237672e-01,2.341052077167569273e-02,3.282121173029024508e-01,3.625822213044765458e-07,2.293608108566980511e-02,1.752578685762388178e-01,2.931364172160008663e-01,3.583636640404377904e-02,7.906100420468305029e-04,3.564810909544034456e-01
8.999999999999999667e-02,8.751425271409716267e-01,9.618807164694044565e-02,5.901133639281669341e-01,6.052377636836407047e-05,3.228878967411321077e-01,4.065879929940820481e-01,5.690365615364450375e-02,3.072370880060452947e-02,1.407735733969685959e-02,2.569588793797699666e-01
1.000000000000000056e-01,4.513702058655303384e-01,1.017983661817020713e-01,2.292058671593571184e-01,5.949922095479908526e-07,5.829566740686544435e-04,1.187782650701472847e-01,7.445188610794960769e-03,3.942675935977453527e-02,-1.149590973656295681e-05,1.731340617187858144e-01
1.100000000000000006e-01,8.399335230162573440e-01,4.442182654659065227e-02,1.263831849260274032e-01,2.428518322422739313e-07,6.141001637340017666e-02,4.944687106193277337e-01,1.801701878934637846e-01,2.194994950212796614e-01,2.321835831592750023e-05,3.920804827941057336e-01
1.199999999999999956e-01,3.595947364822252301e-01,1.452248423798952089e-02,1.623531805627263513e-01,-6.529014996379828481e-07,5.869508752440855820e-02,4.012723502767471390e-02,-5.387773189273471763e-02,9.319959905756784735e-04,-1.661893543767038132e-03,1.427672277712147830e-01
1.300000000000000044e-01,8.523844711328211199e-01,7.389873712135278105e-02,4.637863630466386722e-01,-1.122538471209764613e-09,6.606165814910713863e-02,4.319717436508862529e-01,2.279753978594486752e-01,6.876797361934483543e-02,-1.054394705727730759e-03,3.669065581498301420e-01
1.400000000000000133e-01,7.261840674321227151e-01,3.817049704090198781e-02,1.975727056906799450e-01,6.035829657606936070e-04,2.268824398409462206e-02,1.637703877450677192e-01,8.418517422451184118e-02,7.280953140012411118e-03,7.980827613212465297e-07,2.516864642924397377e-01
1.499999999999999944e-01,7.751802259448319354e-01,2.208688815551331786e-01,3.283692381542021588e-01,3.692083327216716406e-07,1.215678342003631146e-01,2.616819532090179923e-01,2.140945567140912775e-01,3.535801778720316924e-02,2.134192250291409160e-03,4.283706998980439939e-01
1.600000000000000033e-01,7.156933668544118721e-01,2.891017307634915004e-02,4.578710978614938254e-01,-2.431234730103219116e-06,6.120579172575777577e-02,1.475429680813853672e-01,2.319679873637739767e-02,4.661721922946000102e-02,-9.001570237010645022e-04,1.983682294281826353e-01
1.700000000000000122e-01,3.909933099963490699e-01,5.868378384528430414e-03,3.107720873492695324e-01,-1.302285482092940352e-08,4.070203406823134640e-01,1.901137299214574750e-01,-8.228498868563793867e-02,5.256751951790044480e-02,6.727258531401009850e-04,1.257521279764343414e-01
1.799999999999999933e-01,7.106512982585689864e-01,1.926570375044081851e-01,2.161520868935862261e-01,1.189813103082109147e-05,2.429088039452475742e-02,4.825024115525418100e-01,1.075553643515450852e-01,5.760550589420890266e-03,1.109497195126040586e-02,3.280147882670716442e-01
1.900000000000000022e-01,3.163651784679525902e-01,3.071750358442251055e-02,1.991834384928150431e-02,1.599192894552004097e-06,6.360864480834101629e-03,8.623814392742461254e-02,-7.434470505136768449e-04,9.008002439700732444e-02,-1.369105214570660804e-05,2.636413181514836723e-01
2.000000000000000111e-01,5.657118406624969120e-01,1.260473703856355987e-01,1.797232673016996574e-01,-5.029293682493683857e-06,4.663082311168157898e-03,5.815514437488940036e-01,2.639768140265608687e-01,8.617040875147585766e-02,-7.137860980442399528e-02,1.729969082110839051e-01
2.099999999999999922e-01,3.464191667640260097e-01,8.221646736932585256e-03,3.962992329698289962e-01,5.222573747802557113e-08,1.568829016389875972e-02,1.748261759498699608e-01,2.670877107239911785e-01,3.950098063276244464e-02,1.332365190853692857e-02,1.069618548941353581e-01
2.200000000000000011e-01,4.594323543396665599e-01,4.238634010946591979e-01,3.883779947779402719e-01,2.519977297756697838e-03,4.802552559955976935e-02,5.703852754737962494e-01,3.680223567117362760e-01,2.320532926128284767e-01,-5.488285147072233326e-06,6.123648301660610249e-01
2.300000000000000100e-01,6.730108410445182487e-01,6.396807373932913987e-02,1.116779137274555855e-01,2.819276144933123671e-04,7.887459695985074570e-03,9.118680382786059635e-02,1.005243017651379078e-01,4.095064492125546733e-03,6.422734311164080868e-03,2.861145577946882512e-01
2.399999999999999911e-01,6.518302220539183844e-01,1.044450991308063098e-01,2.773027543370794046e-01,2.550466403685074102e-02,1.953043649391841483e-02,3.908517372410817980e-01,3.223262154407964819e-01,9.852334209290879163e-02,4.104022411646076479e-02,1.947950943070043406e-01
2.500000000000000000e-01,6.643973799500422217e-01,2.493084811023784930e-01,2.341870641929055530e-01,9.407218084822248638e-01,6.119826591248731656e-02,1.684321272617884391e-01,7.097549728398569457e-02,3.263564842049365179e-03,-7.105051136123794776e-03,3.479985049380543982e-01
2.600000000000000089e-01,6.603281844615034313e-01,3.771761680784234405e-02,2.808872349221576137e-01,-6.183510698692685874e-03,8.703169425521885272e-02,2.023543391255931134e-01,2.244322008760182841e-01,2.538714372020647869e-01,3.641547953089391883e-03,3.038649243893336016e-01
2.700000000000000178e-01,6.151118702059166221e-01,6.926480374562800357e-02,6.868308211147045039e-02,1.500275958486432480e-07,8.234154754802952558e-02,1.215366543113643033e-01,1.773715084372385620e-01,1.207128655958258356e-01,-6.438139497301380472e-03,1.457970360676391908e-01
2.800000000000000266e-01,6.074456605180166280e-01,4.077081684653732080e-02,1.196974875111838157e-02,3.405627593608209644e-05,1.585953328114034222e-02,1.086177906139024485e-01,1.758546235958111381e-01,7.215152095466424720e-02,1.745068236067264054e-03,3.772067876722028923e-01
2.899999999999999800e-01,7.146049453197599322e-01,3.091368068510667866e-02,2.545915837346888200e-01,-4.668365030090374315e-05,4.866165212158729547e-02,1.590267262889591415e-01,3.638541288125465845e-01,1.512054747471877347e-01,3.612908955646344095e-02,3.737644886775145503e-01
2.999999999999999889e-01,6.119056962459706872e-01,7.738539813715070159e-02,2.692911803900114309e-01,-1.673061657313571653e-06,8.119712670863393766e-02,9.346424466404872067e-02,1.121433060723133895e-01,3.065476901206082294e-01,4.268237656175562222e-02,2.302373296792662449e-01
3.099999999999999978e-01,4.622513633072383721e-01,1.769850632639035082e-01,3.450499643075536360e-01,8.932205325793954843e-06,3.154253474152168141e-02,2.980365592803206898e-01,3.229783214095655053e-01,3.116942035383350393e-02,1.552424893277575858e-02,4.005829260904484324e-01
3.200000000000000067e-01,5.332144629851454098e-01,2.415298664798046918e-02,2.508671405712899483e-01,1.357466516164773131e-04,2.150636087673246932e-01,1.564704801015000535e-01,1.064534342920811366e-01,1.946032748661431222e-01,1.487678668525348885e-03,3.145571838181605018e-01
3.300000000000000155e-01,2.694881858999396140e-01,2.162127015052412171e-01,3.674380078461508825e-01,-1.108814082827868788e+02,2.067819874979171246e-01,3.210951074729874732e-01,3.192576965357670771e-01,1.535496397296794435e-01,-2.249934997204515105e-02,3.923654672553271161e-01
3.400000000000000244e-01,5.311357010130240974e-01,3.971807077964489840e-02,1.469832658128830127e-01,2.915167890311217303e-03,1.721500198145786004e-02,2.125213573770308728e-01,1.345154348305425129e-01,1.472191830805711851e-02,4.572020059002141054e-04,5.883564990141650075e-02
3.500000000000000333e-01,4.385322645204799974e-01,6.711284599903012682e-02,3.092829301059522029e-01,2.208920287927724699e-02,2.450438323917306926e-01,4.131999386195012169e-01,3.963691026853589650e-01,-2.926522497917663154e-02,-1.265071294761948850e-01,1.363374615847950944e-01
3.599999999999999867e-01,3.455735528451078231e-01,1.438163810232112316e-01,1.294365335665041347e-02,-2.087511010255485644e+02,2.708639031429454017e-02,2.018659486265691749e-01,1.950668375827326606e-01,3.207918387367652419e-02,4.780999303460414074e-05,2.826151585051867032e-01
3.699999999999999956e-01,6.563347269969113107e-01,1.325603421917518066e-01,1.510679204509988993e-01,-7.338286581933644573e-04,2.864045474612050834e-02,3.622432052308917627e-01,2.247519440228289977e-01,1.967148579307793303e-03,4.810413280085822953e-04,2.305847990170379891e-01
3.800000000000000044e-01,7.383409934249490769e-01,4.485866386839125475e-02,3.019116884126343825e-01,-4.388868320961670160e-07,7.107425463335156381e-03,3.019460714038953442e-01,2.429918471498407340e-02,1.134851485751687816e-01,3.608593089524730207e-02,7.019888666023121893e-02
3.900000000000000133e-01,8.259111097664253442e-01,1.599049773147471001e-02,2.062268289249154229e-01,1.451564180564479536e-09,9.862446631422132001e-03,1.787196533047698821e-01,2.277244729110231014e-02,3.447662679691396170e-02,4.949565211900769455e-04,4.147086710466787313e-02
