t,traj_0,traj_1,traj_2,traj_3,traj_4
0.000000000000000000e+00,9.999999999984534593e-01,9.999999999986557420e-01,9.999999999998880895e-01,9.999999999987194688e-01,9.999999999991093791e-01
2.000000000000000042e-02,1.134915353262623272e+00,9.822850653345009952e-01,1.104830069812500870e+00,1.433960649304609092e+00,1.080475466474356550e+00
4.000000000000000083e-02,-3.495620398322311639e-01,6.079944306167415352e-02,-1.191027552523147071e+00,2.045722739157031789e-01,1.821439100636070285e-01
5.999999999999999778e-02,1.426596335667248971e-01,1.861519721803580885e-01,7.614506464538979558e-02,3.566649524034203739e-02,8.678488031162776006e-02
8.000000000000000167e-02,6.320801952506490684e-01,2.821535030428683477e-01,5.892770903782111880e-01,-3.295200894808285041e-01,-8.256634122903430129e-01
1.000000000000000056e-01,1.161780835089357700e-01,4.836281177530128011e-02,1.264519254669148329e-01,8.013409562323986490e-02,4.359780540508254032e-02
1.199999999999999956e-01,-1.818800302498865662e+01,-4.629084012701239459e+01,-2.083470787380636224e+01,-8.983799466005308432e+00,5.039327936587562107e+01
1.400000000000000133e-01,9.401187467318466995e-03,4.298842887359196480e-02,-1.242027613177531242e-01,5.095029471475058525e-02,1.876097166279461215e-02
1.600000000000000033e-01,-1.077907772319088159e-01,4.993110566471788830e-02,-9.922012349076650417e-02,-1.442944241731139998e-01,-4.950489487989351983e-02
1.799999999999999933e-01,5.745086011140099896e-02,2.150183735405954699e-01,1.489774275011060689e-01,-1.035282435689932057e-01,-1.003692047478716542e+00
2.000000000000000111e-01,1.352212797142662501e-02,2.435419855588410315e-02,9.007013170235229904e-02,6.568806768658864590e-04,1.930044694337549162e-03
2.200000000000000011e-01,-6.095941212142807331e+01,3.671393587845375919e+02,1.196402752143171995e+02,1.195501927084867020e+03,-3.858331882529360428e+03
2.399999999999999911e-01,6.833533152907577124e-01,3.140772815725287326e-01,-1.955304187267391525e-01,-6.462346257274122208e-02,-1.034863454750024475e-01
2.600000000000000089e-01,6.709837662676239323e-02,3.956885071378438840e-02,-2.427110386779613577e-02,4.097584583331863317e-02,-1.502672271776441318e-02
2.800000000000000266e-01,4.603397801125906630e-02,7.545026027810952662e-02,7.577754495922551202e-03,5.820565073967253616e-02,-9.611845049168614430e-03
2.999999999999999889e-01,1.843641322301907068e-02,1.031867323908068667e-03,1.790485945127684528e-03,1.684742691363457726e-03,2.091477202920104662e-04
3.200000000000000067e-01,5.698024424672317991e+02,-3.613849247444163666e+03,-2.270803147597137468e+03,-2.424403203143781866e+03,-3.713822923947298841e+04
3.400000000000000244e-01,-1.152012139502094357e+00,3.969112142521253883e+00,-2.538991862000490318e-01,1.553468449431865328e-03,-5.218273271581439055e+00
3.599999999999999867e-01,-1.532844597469045222e-01,2.336561144162410328e-02,8.612798323927530267e-03,-7.433450144549172411e-02,1.178301772038784501e-01
3.800000000000000044e-01,3.702154472778119640e-03,2.076696640038078363e-03,1.627185054352271731e-02,2.645319555174556209e-03,2.692463529562342845e-04
4.000000000000000222e-01,1.277693170878900324e-03,1.512150455011677561e-04,9.498422893159374223e-04,2.720762990358394952e-04,3.082009009811064642e-05
4.199999999999999845e-01,-2.259973026839370959e+03,-2.145089708818029903e+05,-4.114012063489864522e+04,-4.688565031164712855e+04,3.234578971924084472e+05
4.400000000000000022e-01,-3.622969862410631570e-01,1.440501059766605607e+01,-3.838703408529747230e-01,-1.280478502987897294e+01,-6.633504531964528717e+00
4.600000000000000200e-01,2.426676165361104504e-02,-6.381695715508613198e-02,-4.324965404659669721e-02,-6.943600564533157493e-02,1.635132993536831877e-02
4.799999999999999822e-01,1.464087417859459474e-03,1.015919354322967642e-04,4.814742221690111908e-03,5.649081234995239004e-04,5.064100145538771581e-05
5.000000000000000000e-01,6.032318692771065395e-04,4.688048182179098004e-05,5.391699637205500184e-04,2.263820483429657680e-04,1.539050080319830219e-05
5.200000000000000178e-01,-5.149091348787856987e+04,3.177869358551156256e+04,-7.839694929548772052e+04,-2.476631848699377151e+05,5.445423237752526067e+06
5.400000000000000355e-01,-2.024918871279844712e+00,-5.246544531681912815e+00,-2.447042549065321815e+00,-2.168461563554967952e+01,-2.019565207607094237e+01
5.600000000000000533e-01,1.585733236304646271e-02,2.324773918575546647e-02,1.409328576382331936e-02,1.027824474019599539e-02,-7.761673425691693017e-03
5.799999999999999600e-01,4.240745612090554431e-04,1.704213735831326503e-05,7.492600872363221892e-04,5.916674467880442230e-05,1.169030926914537305e-05
5.999999999999999778e-01,3.685700567359285942e-04,2.379551675998468506e-04,1.206521704235953845e-04,3.563755149851342103e-04,1.220658610623442774e-05
6.199999999999999956e-01,-5.372589308348434279e+05,1.106419683691148460e+07,5.102284784593871154e+04,-1.877773517170582432e+06,-4.852221291164939404e+08
6.400000000000000133e-01,2.952349815858852722e+01,-1.834310914610414045e+01,-2.833554270876604164e+00,-7.968401607471739112e+01,1.215670758659881585e+02
6.600000000000000311e-01,5.660990410038281833e-04,9.136860074661433406e-03,8.814215851316342318e-03,1.303216396541534471e-03,-3.873810402659086619e-07
6.800000000000000488e-01,3.782403843684223278e-05,1.256091202402554215e-05,4.263172606266938422e-04,9.938833879461053799e-06,1.476867538464286011e-05
7.000000000000000666e-01,1.309650716722273204e-04,9.767679871430904746e-07,1.779117516828216978e-04,3.103096215492949289e-04,5.085159873841641216e-06
