t,avg_L
0.000000000000000000e+00,9.999999999998789857e-01
2.000000000000000042e-02,1.005380505611668251e+00
4.000000000000000083e-02,-3.684333527983447154e-01
5.999999999999999778e-02,-3.497911297375730366e-01
8.000000000000000167e-02,3.336398740503133120e-01
1.000000000000000056e-01,1.379389500405047153e-01
1.199999999999999956e-01,6.669140234866371975e-01
1.400000000000000133e-01,-1.462958374848631227e+00
1.600000000000000033e-01,-4.255260244629787136e-01
1.799999999999999933e-01,3.044508671598844529e-01
2.000000000000000111e-01,1.720274872223797047e-01
2.200000000000000011e-01,7.052872790904382017e-01
2.399999999999999911e-01,-8.690378504681200988e-01
2.600000000000000089e-01,-2.558619567690775809e-01
2.800000000000000266e-01,2.650099280556998949e-01
2.999999999999999889e-01,1.766938894321788966e-01
3.200000000000000067e-01,1.030420957274851945e+00
3.400000000000000244e-01,-5.501581059846994970e-01
3.599999999999999867e-01,3.920392091513257710e-02
3.800000000000000044e-01,1.655430319526006722e-01
4.000000000000000222e-01,3.308845012902531524e-01
4.199999999999999845e-01,6.512872276976839903e-01
4.400000000000000022e-01,-4.973219857734422766e-01
4.600000000000000200e-01,1.409933638174014903e-01
4.799999999999999822e-01,1.874966772102926171e-01
5.000000000000000000e-01,2.009067046002947221e-01
5.200000000000000178e-01,8.231024534067893361e-01
5.400000000000000355e-01,-5.167657431404535373e-01
5.600000000000000533e-01,1.367749902259502437e-01
5.799999999999999600e-01,9.238091689764466041e-02
5.999999999999999778e-01,1.184814660224632887e-01
6.199999999999999956e-01,-1.567129073817382201e+00
6.400000000000000133e-01,-1.237577574052230567e+00
6.600000000000000311e-01,1.139707557097505708e-01
6.800000000000000488e-01,1.098605204485191833e-01
7.000000000000000666e-01,9.849869667169679210e-02
7.199999999999999734e-01,-3.857325847612199876e+00
7.399999999999999911e-01,-5.772636394453473097e-01
7.600000000000000089e-01,1.228634489483382414e-01
7.800000000000000266e-01,6.734166071338218429e-02
8.000000000000000444e-01,1.189418316406954390e-01
8.200000000000000622e-01,-2.406531306957687466e+00
8.399999999999999689e-01,-6.988947899449443613e-02
8.599999999999999867e-01,1.042477834061495690e-01
8.800000000000000044e-01,6.793403619281368488e-02
9.000000000000000222e-01,5.707882031302499715e-02
9.200000000000000400e-01,-2.220879078833233322e+00
9.400000000000000577e-01,-9.844271917839136909e-02
9.599999999999999645e-01,1.010751073764902808e-01
9.799999999999999822e-01,6.990298026319581581e-02
1.000000000000000000e+00,7.260543001075339675e-02
1.020000000000000018e+00,-3.026625619643104947e+00
1.040000000000000036e+00,9.794765725547967261e-02
1.060000000000000053e+00,4.698384306644164121e-02
