t,traj_0,traj_1,traj_2,traj_3,traj_4
0.000000000000000000e+00,9.999999999995405897e-01,9.999999999994089173e-01,9.999999999995451416e-01,9.999999999996534994e-01,9.999999999995277111e-01
2.000000000000000042e-02,9.889068057846587267e-01,8.746732612240688542e-01,9.975814925844052050e-01,9.771090382877031244e-01,9.907112546555232324e-01
4.000000000000000083e-02,9.724044448549160613e-01,8.784666611530006497e-01,9.979681311279435807e-01,9.644549978484348030e-01,9.920505911537765842e-01
5.999999999999999778e-02,9.731606494103364202e-01,8.559914131878734178e-01,9.986346528966909553e-01,9.785836741961296825e-01,9.976373534869660276e-01
8.000000000000000167e-02,9.904942769979706574e-01,8.534966398153950307e-01,9.956520612424653027e-01,9.045970358859594107e-01,9.897343503151267985e-01
1.000000000000000056e-01,9.639560696286928465e-01,9.896464215013510701e-01,9.921074169086606664e-01,9.772767984050110268e-01,9.906068122776970908e-01
1.199999999999999956e-01,9.763477603324852705e-01,9.606048148931396469e-01,9.871750226082269819e-01,9.529441142238000984e-01,9.852135172793097251e-01
1.400000000000000133e-01,9.493422888906739576e-01,8.473448758986256157e-01,9.770474992374689194e-01,9.310668477630500428e-01,9.810204667191479988e-01
1.600000000000000033e-01,9.685951467465265807e-01,8.349044143195892831e-01,9.664531163290828175e-01,9.487675918354934179e-01,9.771597812072887468e-01
1.799999999999999933e-01,9.739693043432184894e-01,9.338405055972939239e-01,9.512323380539049467e-01,8.937434277657309023e-01,9.635874934033481498e-01
2.000000000000000111e-01,9.849949020424367818e-01,9.373679959699966480e-01,9.315840869861619078e-01,9.150081191641197265e-01,9.554814568004531550e-01
2.200000000000000011e-01,9.743744036824906196e-01,9.715706607861362976e-01,9.099730435901433045e-01,9.129187877637501281e-01,9.430992846640898764e-01
2.399999999999999911e-01,9.563850776907759643e-01,8.821826058346953214e-01,8.822510749649277173e-01,8.730232789381249248e-01,9.180945172259961096e-01
2.600000000000000089e-01,9.720453294273346811e-01,8.604919232635185322e-01,8.491430923415830279e-01,9.004548867427405456e-01,9.049631072620107908e-01
2.800000000000000266e-01,9.597642899393747928e-01,9.187347288510775423e-01,8.153984183754626747e-01,8.275630430201407206e-01,8.880063548204536472e-01
2.999999999999999889e-01,9.337670609449012504e-01,9.094533716331046902e-01,7.773505929578571338e-01,7.969389330093652468e-01,8.627500182782783522e-01
3.200000000000000067e-01,9.286723726380663457e-01,9.453570289979754682e-01,7.383006742162413483e-01,7.655206705087498342e-01,8.447618406217686227e-01
3.400000000000000244e-01,9.119680216929799688e-01,9.145607435438152244e-01,7.023240507252497267e-01,6.973263926808772606e-01,8.184539638726043842e-01
3.599999999999999867e-01,9.120721345369618982e-01,8.284533056028923204e-01,6.680634027194850555e-01,6.433087186189595519e-01,7.866214754044369428e-01
3.800000000000000044e-01,9.014546591112938545e-01,8.345725881157811665e-01,6.377160839649114177e-01,5.971720534395049684e-01,7.539560517143163443e-01
4.000000000000000222e-01,9.036338758190471943e-01,8.982380596762503666e-01,6.135807986864896257e-01,5.347620598642065515e-01,7.271964629044243011e-01
4.199999999999999845e-01,8.772325942478151894e-01,8.957786748206957306e-01,5.927756378514816848e-01,5.592236023885249763e-01,6.968883925020237236e-01
4.400000000000000022e-01,8.768671521442087391e-01,8.648288675575258599e-01,5.750392057043202110e-01,5.288399154092315868e-01,6.663621336412015594e-01
4.600000000000000200e-01,8.650550860683747789e-01,8.005436463723039076e-01,5.615320026083363558e-01,5.609356686936910474e-01,6.446073621564680778e-01
4.799999999999999822e-01,8.429964155790310443e-01,8.622286724465206831e-01,5.487129272883084496e-01,5.689344782976646364e-01,6.168011374475096398e-01
5.000000000000000000e-01,8.197973402054156145e-01,8.082381386976816851e-01,5.365284275048110008e-01,5.197512914003992179e-01,5.824783024387268915e-01
5.200000000000000178e-01,8.149837531061193685e-01,8.372507345172031101e-01,5.255724718334344736e-01,5.043850711608606208e-01,5.562138415478530273e-01
5.400000000000000355e-01,7.749987674044387376e-01,8.134729985388854390e-01,5.153199725593707869e-01,4.701454212707542046e-01,5.240402330396589647e-01
5.600000000000000533e-01,7.752604406320412478e-01,7.288025577161171276e-01,5.071624980695823570e-01,4.259367915002304494e-01,4.862894461929931911e-01
5.799999999999999600e-01,7.208442299191710756e-01,8.137499852031028214e-01,5.027624663641485636e-01,3.622483723481914053e-01,4.551930988820735990e-01
5.999999999999999778e-01,7.618888897990837572e-01,6.467333314524507104e-01,4.996923523888934793e-01,2.725504935353827429e-01,4.221272542564492025e-01
6.199999999999999956e-01,6.888792779760491980e-01,7.299107051998416917e-01,5.000915089874718999e-01,2.407083277893524997e-01,3.933841735696743114e-01
6.400000000000000133e-01,6.910046701012327874e-01,7.491897573333262672e-01,5.019821376529417511e-01,2.425105353222484494e-01,3.682262047142645933e-01
6.600000000000000311e-01,6.526657478459243489e-01,6.399602165859042957e-01,4.998631923062717419e-01,2.476850049149349198e-01,3.437597861063170779e-01
6.800000000000000488e-01,6.477062243911416717e-01,7.346737831494575266e-01,4.959586339343619033e-01,2.711558001499300152e-01,3.271367582339899660e-01
7.000000000000000666e-01,6.093046287617854828e-01,6.538961632648616629e-01,4.864760617119218700e-01,2.856788734307678657e-01,3.120590372693233805e-01
7.199999999999999734e-01,6.058066013476824940e-01,6.462944695203546308e-01,4.654138757906277069e-01,2.933756285295781030e-01,2.957320678003124148e-01
7.399999999999999911e-01,5.629688099148635327e-01,7.160512293855818555e-01,4.382977311890638994e-01,3.168568646830189350e-01,2.848839001128813386e-01
7.600000000000000089e-01,5.503482270669916021e-01,6.433420860414806874e-01,4.086715504163276891e-01,3.010547113311718981e-01,2.709620066153690665e-01
7.800000000000000266e-01,5.486090383168987783e-01,6.340565548713620325e-01,3.752870802624087010e-01,3.091427918815320974e-01,2.545715653990390792e-01
8.000000000000000444e-01,5.139641901621968545e-01,6.124052632474769053e-01,3.442654338159267247e-01,2.652857857640917305e-01,2.402529698183844820e-01
8.200000000000000622e-01,4.888711097759272373e-01,5.191387393239970116e-01,3.163645267733620203e-01,2.029791784043732394e-01,2.218875128675233954e-01
8.399999999999999689e-01,4.497740801290288082e-01,6.021152568506384917e-01,2.931093968759660995e-01,1.569254904743263290e-01,2.035294144328128885e-01
8.599999999999999867e-01,4.343415519017013726e-01,5.789104691201277797e-01,2.745713265525079883e-01,1.154113750707458086e-01,1.866035105023973739e-01
8.800000000000000044e-01,4.013336739570931289e-01,5.243018592778430076e-01,2.573693667437401134e-01,8.791420789586022744e-02,1.701825478222886434e-01
9.000000000000000222e-01,3.972921547928609520e-01,5.340622755113210163e-01,2.402277481435396433e-01,8.098984262859451611e-02,1.556643534926072103e-01
9.200000000000000400e-01,3.540113162406556269e-01,5.201255774085861150e-01,2.234369349766991697e-01,1.004292079398780568e-01,1.447491821421003633e-01
9.400000000000000577e-01,3.704937650985728470e-01,5.457264799294521129e-01,2.034896292664381545e-01,1.567976628480635681e-01,1.377279503678153494e-01
9.599999999999999645e-01,3.362120868349437464e-01,5.626593781891997548e-01,1.815350629107573555e-01,1.985959487725493244e-01,1.326353552203504149e-01
9.799999999999999822e-01,3.501982454353178009e-01,5.527539353742302319e-01,1.610968871934672364e-01,1.805385475687451002e-01,1.293622330366931972e-01
1.000000000000000000e+00,3.187459163731495293e-01,4.892749562092885696e-01,1.415103770937654326e-01,1.643839664035081916e-01,1.293562496518697036e-01
1.020000000000000018e+00,2.866721252020791866e-01,5.069395154909237533e-01,1.234857899753676602e-01,1.547345924227744030e-01,1.284086530359880296e-01
1.040000000000000036e+00,2.758010830868380392e-01,4.643860404110611295e-01,1.093114940489631481e-01,1.389028280696044115e-01,1.254539013306396056e-01
1.060000000000000053e+00,2.522679882928645090e-01,4.602256923936634547e-01,9.921858002464274684e-02,9.636291743205974147e-02,1.236634048203365949e-01
1.080000000000000071e+00,2.387041697522551131e-01,4.113496186757516493e-01,9.219617206284781707e-02,5.413541962964161375e-02,1.200950164399819386e-01
1.100000000000000089e+00,2.087031356772099111e-01,3.608288781160007286e-01,8.759853138280979112e-02,3.238962651093453549e-02,1.148643922550506707e-01
1.120000000000000107e+00,2.233100369013209241e-01,3.853868743366120619e-01,8.324817054092426005e-02,1.672845352770473831e-02,1.089127723697443650e-01
1.140000000000000124e+00,1.964901621840434431e-01,3.972306298538044733e-01,7.866700808434842762e-02,1.036217408016137063e-02,1.037795682216503812e-01
1.159999999999999920e+00,2.155178968205493095e-01,4.104778956531395240e-01,7.367554916714785795e-02,1.347865910666839681e-02,9.996278686814816239e-02
1.179999999999999938e+00,1.808516269505706930e-01,3.706179230792378543e-01,6.706516596175253475e-02,2.371512733734527922e-02,9.646566512830570539e-02
1.199999999999999956e+00,1.952719851980705412e-01,4.033463046839930732e-01,5.947024702849349614e-02,3.830234333402247199e-02,9.385902587850647460e-02
1.219999999999999973e+00,1.615292449942775377e-01,3.717679292015270143e-01,5.190744623688119119e-02,5.198164585839523677e-02,9.323176208420221045e-02
1.239999999999999991e+00,1.639095238489736428e-01,3.624147773195613431e-01,4.443119092145982052e-02,5.700463196002653055e-02,9.129304660172528341e-02
1.260000000000000009e+00,1.314904655787653420e-01,3.461620742936748485e-01,3.845732863589750722e-02,4.859431805782395142e-02,8.905659894193300452e-02
1.280000000000000027e+00,1.376642969052879473e-01,2.846486649392259149e-01,3.441343999757674049e-02,2.848767488925845609e-02,8.471245422198335484e-02
1.300000000000000044e+00,1.158370074555010870e-01,2.713211712506888862e-01,3.164973775167491399e-02,1.569980488807999619e-02,7.716217055804962255e-02
1.320000000000000062e+00,1.219625887306428624e-01,2.502641003017224142e-01,3.029157736378311830e-02,1.109391036050920605e-02,6.889358558920434528e-02
1.340000000000000080e+00,1.116379094145113771e-01,2.257952964739668722e-01,2.979561324204191633e-02,6.376538468566910270e-03,5.894134427349998623e-02
1.360000000000000098e+00,1.106995705561585608e-01,2.118847581831103111e-01,2.925242898127762906e-02,2.021833857449637558e-03,4.938660093648795241e-02
1.380000000000000115e+00,1.115394292037219653e-01,1.901792690093568883e-01,2.859185607818489488e-02,2.378036464726055095e-04,4.168938187861054301e-02
1.400000000000000133e+00,9.645815737410272372e-02,1.746050093585077567e-01,2.729807633073926335e-02,1.606673299964739927e-04,3.557239883486964377e-02
1.419999999999999929e+00,9.696973317351743893e-02,2.122945076054929825e-01,2.492035535991082851e-02,9.423792611767860608e-04,3.154683109686680365e-02
1.439999999999999947e+00,7.528305646533831053e-02,1.947569450887877973e-01,2.208884619414780079e-02,2.096603696151220272e-03,2.969353322047958710e-02
1.459999999999999964e+00,7.741341381808657107e-02,1.846392112537972863e-01,1.927164140862695427e-02,2.560976953570834672e-03,2.953627688448589098e-02
1.479999999999999982e+00,6.081876795690145665e-02,1.738356325666416957e-01,1.665740688202826947e-02,2.837896996245385575e-03,3.090493170866634096e-02
1.500000000000000000e+00,6.930716866377423235e-02,1.483984300210259288e-01,1.465680279723107458e-02,3.312318862466156512e-03,3.265561886148492243e-02
1.520000000000000018e+00,5.484325145669018825e-02,1.388457426147333418e-01,1.336658044567896018e-02,2.642645820760037515e-03,3.414787925060910195e-02
1.540000000000000036e+00,6.270436835489255623e-02,1.223201479748851211e-01,1.279160229170536039e-02,1.244159729832128867e-03,3.587851151135560551e-02
1.560000000000000053e+00,5.520582733199433378e-02,9.757808100572547272e-02,1.300346787993878622e-02,5.266298204678174135e-04,3.504991468395542847e-02
1.580000000000000071e+00,6.061564759901685168e-02,8.298943029757926970e-02,1.337420689129665587e-02,2.999087667922656309e-04,3.186485153069505694e-02
1.600000000000000089e+00,4.881599728283543549e-02,8.830039470333236884e-02,1.340482482317347998e-02,1.718067355631125773e-04,2.806013293796421129e-02
1.620000000000000107e+00,4.222547222856536109e-02,7.699415881292935582e-02,1.323858653262419485e-02,6.495259044430298551e-05,2.409806027298629083e-02
1.640000000000000124e+00,3.664171354211810672e-02,9.231041172449185039e-02,1.246173139881903529e-02,2.333441620485200637e-05,1.972448305521872294e-02
1.660000000000000142e+00,3.098333391764368505e-02,8.367667851422962155e-02,1.099372321283110729e-02,3.712652085014761521e-05,1.564469765869813331e-02
1.679999999999999938e+00,2.859007549705834539e-02,7.793173102370296035e-02,9.468188911268937691e-03,8.158017057107848987e-05,1.296868460605027883e-02
1.699999999999999956e+00,2.252642420113343952e-02,8.231108483325597081e-02,7.983724493299910671e-03,1.647081816695790749e-04,1.121105356359409708e-02
1.719999999999999973e+00,2.672000111703035780e-02,6.494019074439878747e-02,6.623350691435158331e-03,3.657126753265678041e-04,9.913942291513934760e-03
1.739999999999999991e+00,2.138974743275745896e-02,6.638375229977339087e-02,5.698190077143854351e-03,5.584168281186943335e-04,8.943986449375503078e-03
1.760000000000000009e+00,2.854378519328790859e-02,5.284070603459558452e-02,5.349479594225306847e-03,4.677631767745985946e-04,8.211541367350295301e-03
1.780000000000000027e+00,1.940829660033689674e-02,4.102179540794635010e-02,5.553030795884733584e-03,3.607371430233929054e-04,7.591985872980576595e-03
1.800000000000000044e+00,2.322514560695011429e-02,3.245923465877189468e-02,6.082489674452546714e-03,3.641619917610672036e-04,6.929123072350666830e-03
1.820000000000000062e+00,1.433957880172827271e-02,2.739891383964649166e-02,6.596902966676703069e-03,2.812486960156721817e-04,6.048463122751379824e-03
1.840000000000000080e+00,1.578804448770551247e-02,2.408676974416111907e-02,7.075295546998859944e-03,1.273123261099038956e-04,5.188927549234934739e-03
1.860000000000000098e+00,9.689779714609924113e-03,2.231267588138047958e-02,7.490638689694662476e-03,5.649342912322498052e-05,4.435578457934578195e-03
1.880000000000000115e+00,9.488280529778713931e-03,2.227463930603814854e-02,7.290343529670327907e-03,6.001419769308772851e-05,3.630339108947137992e-03
1.900000000000000133e+00,7.098521821490414753e-03,2.350830830617128137e-02,6.618173023288234820e-03,1.010881132672601733e-04,2.923818440527131603e-03
1.919999999999999929e+00,7.865467263130858366e-03,2.050921643725103077e-02,5.826737662140059164e-03,1.162515498547953170e-04,2.376021400462100842e-03
1.939999999999999947e+00,7.519904170234906031e-03,1.946198343362048888e-02,4.822147898401926355e-03,7.649088146257246941e-05,2.006723850875795356e-03
1.959999999999999964e+00,6.825308457448176110e-03,1.856647561439683791e-02,3.947825269861044394e-03,7.576445098016349334e-05,1.797723481264682172e-03
1.979999999999999982e+00,7.301604643542929617e-03,1.390971329159108698e-02,3.483959358148838725e-03,1.624496128529973570e-04,1.694477975140362127e-03
