t,traj_0,traj_1,traj_2,traj_3,traj_4
0.000000000000000000e+00,9.999999999116928606e-01,9.999999999090694036e-01,9.999999999046127463e-01,9.999999999052879840e-01,9.999999999062627598e-01
2.000000000000000042e-02,9.006845906153428949e-01,9.970804715909213911e-01,9.989855078137088729e-01,9.983706603811047797e-01,9.404366836852282585e-01
4.000000000000000083e-02,9.531439861502681854e-01,9.972667116126421316e-01,9.979762769114952636e-01,9.958086044141853943e-01,9.694803266958922361e-01
5.999999999999999778e-02,9.467735313715137657e-01,9.989290647786558397e-01,9.982026106142798394e-01,9.911111572035974371e-01,9.471444189258374502e-01
8.000000000000000167e-02,8.846662761150891896e-01,9.967141910581105435e-01,9.966803144759649458e-01,9.879054801997196877e-01,9.084445299634055226e-01
1.000000000000000056e-01,9.843375867066077589e-01,9.964399452850186689e-01,9.946441669104799654e-01,9.881930259862655719e-01,7.934343082520283197e-01
1.199999999999999956e-01,9.801538825649970255e-01,9.951073076016152541e-01,9.906309690724161010e-01,9.848229461026909437e-01,9.463130520464113626e-01
1.400000000000000133e-01,8.959361895240270934e-01,9.924783815492187466e-01,9.840109231997464789e-01,9.783987192034218072e-01,7.808414998975331534e-01
1.600000000000000033e-01,9.275572260542405134e-01,9.909614364094455619e-01,9.782254682784140565e-01,9.715259179614600393e-01,7.130900045516785912e-01
1.799999999999999933e-01,9.608376953358180872e-01,9.887412327238943588e-01,9.693733106425853618e-01,9.606432149529764430e-01,7.932479138619570325e-01
2.000000000000000111e-01,9.329777058187630479e-01,9.877949768329071789e-01,9.568569860693888485e-01,9.440212079738153905e-01,7.887156721589835273e-01
2.200000000000000011e-01,9.708094335299883859e-01,9.841036900974455826e-01,9.409013837653044110e-01,9.269521885345743950e-01,6.593284039212132797e-01
2.399999999999999911e-01,8.962756911456988274e-01,9.809951578680508044e-01,9.214351526292535732e-01,9.084244700005764672e-01,7.219653401679869686e-01
2.600000000000000089e-01,9.440540729724651303e-01,9.781309242966593764e-01,8.994470841627800750e-01,8.865204093174831046e-01,7.627815629094951699e-01
2.800000000000000266e-01,9.293922855061736987e-01,9.739147993188426167e-01,8.744574436424644714e-01,8.663398356218012797e-01,7.357734137772327099e-01
2.999999999999999889e-01,9.027856938156261224e-01,9.700753074832885181e-01,8.461295924027093518e-01,8.496028561307763516e-01,6.656644679481514837e-01
3.200000000000000067e-01,9.433994112947233779e-01,9.673622597071066531e-01,8.152998643496899289e-01,8.321384869366770243e-01,8.664039957126971059e-01
3.400000000000000244e-01,9.137341296475406383e-01,9.611069122856749081e-01,7.848764589724531726e-01,8.120481062242990156e-01,7.802714492422757608e-01
3.599999999999999867e-01,8.958288893288253174e-01,9.526522921396429755e-01,7.547473050458237687e-01,7.920469937701145602e-01,7.566216702446237896e-01
3.800000000000000044e-01,8.350665220646665832e-01,9.419732394366179262e-01,7.251252650101719377e-01,7.729966850305888260e-01,8.391967505502295754e-01
4.000000000000000222e-01,8.911510356280860634e-01,9.288925663424695278e-01,6.972166037657889781e-01,7.544977962605196042e-01,8.599181204430960124e-01
4.199999999999999845e-01,8.762084229572868477e-01,9.145748802903939101e-01,6.713615543932512919e-01,7.392982780657886277e-01,7.697524537650782817e-01
4.400000000000000022e-01,8.176718302567000940e-01,9.021964554895547383e-01,6.487269049987816061e-01,7.282485421841076167e-01,7.402267477616526481e-01
4.600000000000000200e-01,8.152852102767799147e-01,8.913056916397299467e-01,6.281516098454205110e-01,7.164528428004655058e-01,8.283453177825615965e-01
4.799999999999999822e-01,8.038783355844741907e-01,8.782089008809681463e-01,6.092253648754393236e-01,7.046194361966264808e-01,7.564613491817817614e-01
5.000000000000000000e-01,7.743465358009419264e-01,8.717053677796781086e-01,5.923616582918382889e-01,6.959236084420936663e-01,7.046525342642344647e-01
5.200000000000000178e-01,8.074357778789709172e-01,8.722640663794244409e-01,5.783226875166475045e-01,6.891098228674977788e-01,7.698613804136885674e-01
5.400000000000000355e-01,7.685231929273017570e-01,8.732011324381997452e-01,5.674071399121624060e-01,6.809050608759820156e-01,7.609336130988175739e-01
5.600000000000000533e-01,7.376122651146119757e-01,8.694552258874301831e-01,5.588715672220431196e-01,6.705505477737231379e-01,6.391434423021646882e-01
5.799999999999999600e-01,7.806595499004288508e-01,8.605893328377053342e-01,5.528567111538420509e-01,6.585244093038293833e-01,6.932662180739975755e-01
5.999999999999999778e-01,6.655836838580829751e-01,8.398763544856776564e-01,5.485474829382769313e-01,6.418866001053639136e-01,6.629457253386171756e-01
6.199999999999999956e-01,7.428087923016865046e-01,8.215003304754709967e-01,5.475609669351503284e-01,6.215979010015522110e-01,5.362929351129266387e-01
6.400000000000000133e-01,7.196545434369993055e-01,8.073774822393163797e-01,5.483219046362434179e-01,5.979765216754141521e-01,6.448829692439426164e-01
6.600000000000000311e-01,6.216914153323823689e-01,7.885007531961720773e-01,5.486841365802843651e-01,5.677442382557290612e-01,5.905810258932616685e-01
6.800000000000000488e-01,6.492886890105601383e-01,7.586460076448624523e-01,5.485400321432377657e-01,5.294588904856409872e-01,5.816096096188720921e-01
7.000000000000000666e-01,5.927199645082004142e-01,7.281166357282656820e-01,5.469038364086591386e-01,4.864858872448764582e-01,5.151106453328564427e-01
7.199999999999999734e-01,5.607107721621552576e-01,7.066955320426722142e-01,5.439084379181308160e-01,4.428449650155317219e-01,7.857598255999550529e-01
7.399999999999999911e-01,5.773769131310524383e-01,6.871713552433420524e-01,5.378927142045958343e-01,3.974759377798766091e-01,4.728227788871834369e-01
7.600000000000000089e-01,5.094112591522458322e-01,6.671670613884402856e-01,5.280980051007038156e-01,3.515654143728224046e-01,4.522283187100888946e-01
7.800000000000000266e-01,4.801200517764095399e-01,6.429626820208339533e-01,5.139476291712318234e-01,3.064683593153427199e-01,4.995197732680468627e-01
8.000000000000000444e-01,5.080511480020891701e-01,6.128133900891687968e-01,4.965279308483694920e-01,2.624308746499557365e-01,4.066007099783713330e-01
8.200000000000000622e-01,4.375887869027975108e-01,5.932829629290006235e-01,4.759709728322868982e-01,2.218107918723027094e-01,3.558790332471423179e-01
8.399999999999999689e-01,4.820265242050242316e-01,5.930182190945939569e-01,4.519352435783742239e-01,1.865263267621586063e-01,3.272510974465076550e-01
8.599999999999999867e-01,4.677484508501981719e-01,5.929597943293120066e-01,4.249345389220332003e-01,1.565435223770504092e-01,4.023525822304013233e-01
8.800000000000000044e-01,4.113796603854641964e-01,5.828856417573605730e-01,3.948520699994133021e-01,1.311873810917069949e-01,3.264925112613941138e-01
9.000000000000000222e-01,4.400110265628209283e-01,5.688043464950230943e-01,3.639017355414703725e-01,1.108236061452782112e-01,3.777116531755338458e-01
9.200000000000000400e-01,4.117099752029634296e-01,5.517092162661046961e-01,3.329867985289832188e-01,9.591334298999579233e-02,3.113098583918114670e-01
9.400000000000000577e-01,3.958173583647914273e-01,5.288243313059287631e-01,3.024328859508045864e-01,8.600975122225951175e-02,3.516084651643584524e-01
9.599999999999999645e-01,3.833500468097497116e-01,5.022079478909411421e-01,2.725830917345444249e-01,8.042139014395151275e-02,2.758014796993105144e-01
9.799999999999999822e-01,3.477030262072690614e-01,4.683490665198237202e-01,2.436509441495942063e-01,7.853142540539151395e-02,2.690192772569985347e-01
1.000000000000000000e+00,3.141231913738757875e-01,4.257492467034311723e-01,2.157295005297007184e-01,7.955249293502064667e-02,2.801016047506473261e-01
1.020000000000000018e+00,3.053338582293330106e-01,3.905010489459309064e-01,1.885061558229013390e-01,8.229754280901624419e-02,2.748122641253941123e-01
