t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,9.999999999999166223e-01,9.999999999999644729e-01,9.999999999999074074e-01,9.999999999999819034e-01,9.999999999999960032e-01,1.000000000000001554e+00,9.999999999997027933e-01,9.999999999997853939e-01,9.999999999997838396e-01,9.999999999998964162e-01
1.000000000000000021e-02,9.981033781859089959e-01,9.377118856913464473e-01,6.683250915566462114e-01,1.041191097506094954e+00,1.059447866347194678e+00,6.756934660618549859e-01,6.692470642906289680e-01,8.341026751834128561e-01,8.964669569913166214e-01,1.140755661488423334e+00
2.000000000000000042e-02,9.376983318713525417e-01,9.820494220214562864e-01,8.077731207678920944e-01,5.828197046523491132e-01,7.905007587127327318e-01,7.790566073393634383e-01,8.188418099814547269e-01,7.138119500652854166e-01,5.683608917265489113e-01,8.273523668616253879e-01
2.999999999999999889e-02,8.309536712785292600e-01,7.409648768869054880e-01,9.126382400702808262e-01,6.891896433426570878e-01,6.523095397570268794e-01,7.478366438209235190e-01,9.401138236956383398e-01,7.660427055355473192e-01,4.928339639856504362e-01,5.734876087754910978e-01
4.000000000000000083e-02,6.798659562313582594e-01,8.401079443667799351e-01,7.362691956208029520e-01,8.690102736321539956e-01,6.582429404045181398e-01,9.190756678051029693e-01,7.546365351389333620e-01,8.734747324038253380e-01,6.823236501151119793e-01,7.136468051488965569e-01
5.000000000000000278e-02,7.775941215031160203e-01,6.311813266474008977e-01,9.905945964702386197e-01,6.574777913669997975e-01,7.172290241115494291e-01,7.980894080175269245e-01,9.968008180917483640e-01,8.317636405961019719e-01,2.346025711691494542e-01,4.896929793571088152e-01
5.999999999999999778e-02,8.400762994055805954e-01,9.134237832447772432e-01,7.742921031960503520e-01,6.823884694204215284e-01,6.499758764372775000e-01,9.684919205863290470e-01,7.751701741263061773e-01,6.780449363685301378e-01,4.925916377438683269e-01,7.748087221998030127e-01
7.000000000000000666e-02,6.687825269269284112e-01,7.838360258930788804e-01,9.250835767141273314e-01,7.342324939183033639e-01,6.421660701845943731e-01,9.237275921326011385e-01,9.305046390882262264e-01,9.419272379176606425e-01,6.204821361451628992e-01,6.023719029191219043e-01
8.000000000000000167e-02,8.650156605758717587e-01,8.075384497656592497e-01,8.499512554332211423e-01,7.764991152139940622e-01,9.102518875230183326e-01,7.698395464856989667e-01,8.535238105295201994e-01,9.248740738066192346e-01,6.414590670342803502e-01,6.724524566559570982e-01
8.999999999999999667e-02,1.028027731467455963e+00,1.306276867664991181e+00,6.508774221385916769e-01,1.038374272404702259e+00,1.262226322748081442e+00,7.429851084011930284e-01,6.538171025395730362e-01,9.489088675166849063e-01,1.661521719183876256e+00,1.080645091315456829e+00
