t,traj_0,traj_1,traj_2,traj_3,traj_4
0.000000000000000000e+00,1.000000000000039524e+00,1.000000000000039746e+00,1.000000000000034195e+00,1.000000000000031752e+00,1.000000000000008660e+00
2.000000000000000042e-02,9.821224726579398379e-01,9.708416270907804790e-01,9.972629791870964988e-01,9.820298638253887047e-01,9.938894006410134985e-01
4.000000000000000083e-02,9.781713097549332714e-01,9.650342483118544701e-01,9.969714135549223588e-01,9.782376796306723188e-01,9.968644584906520834e-01
5.999999999999999778e-02,9.729572072978063257e-01,9.972141993664049853e-01,9.989386189583205899e-01,9.726714641406062345e-01,9.987856544192965647e-01
8.000000000000000167e-02,9.934180700644976714e-01,9.778073213563136523e-01,9.926515059408211883e-01,9.904041082127004181e-01,9.935225653120131062e-01
1.000000000000000056e-01,9.693150998740290847e-01,9.837529552075280348e-01,9.926302118412176911e-01,9.670391061788410347e-01,9.917737761589972001e-01
1.199999999999999956e-01,9.672631241772033928e-01,9.773234270360618980e-01,9.897966772290002213e-01,9.629707966960564525e-01,9.910296807182963352e-01
1.400000000000000133e-01,9.788094141338959941e-01,9.226713129367283273e-01,9.775487820943752348e-01,9.661077169914217277e-01,9.816540143712981781e-01
1.600000000000000033e-01,9.886475454531868934e-01,9.323081941571448317e-01,9.730087973130733259e-01,9.756387639949634094e-01,9.777142701204176722e-01
1.799999999999999933e-01,9.750774917296051170e-01,9.194278445417372048e-01,9.641171643744690378e-01,9.545781350443519608e-01,9.685378797992894029e-01
2.000000000000000111e-01,9.750381465183798335e-01,8.644322563394463144e-01,9.447968247909590556e-01,9.428874802162238167e-01,9.495863369813138943e-01
2.200000000000000011e-01,9.595932814772168973e-01,8.319164151456281964e-01,9.341797411819126040e-01,9.231028385737130026e-01,9.384760601415315096e-01
2.399999999999999911e-01,9.588527239327794272e-01,8.012216240041044601e-01,9.141873969973186576e-01,9.086384553642614659e-01,9.187964561322389256e-01
2.600000000000000089e-01,9.582129192962860476e-01,7.458609746507950389e-01,8.842996072717707046e-01,8.929030647099378548e-01,9.003865541216249380e-01
2.800000000000000266e-01,9.396280210539867950e-01,7.127048352063283243e-01,8.651484548977094180e-01,8.709607535134292755e-01,8.851648030186135552e-01
2.999999999999999889e-01,9.206238371464534609e-01,6.605582809879303463e-01,8.362312213491581714e-01,8.342318411955086388e-01,8.702283132019117406e-01
