t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,9.999999999999956701e-01,9.999999999999074074e-01,9.999999999999783507e-01,9.999999999999038547e-01,9.999999999999205080e-01,9.999999999998357980e-01,9.999999999999608091e-01,9.999999999998957501e-01,9.999999999998147038e-01,9.999999999999318323e-01
1.000000000000000021e-02,3.405940274753079811e-01,4.458880541811452991e-01,5.755618838341345356e-01,6.624406161531251058e-01,3.700065820308303111e-01,5.784180675501922053e-01,4.321384826811910940e-01,8.411423099910483314e-01,6.814226051958979236e-01,3.871918290889208025e-01
2.000000000000000042e-02,5.235836876232391468e-01,4.854978019092580643e-01,5.753698392156290087e-01,6.689572694526902952e-01,6.576754305333477602e-01,1.065337132216012256e-01,1.259283406134894534e-01,7.831485698912804549e-01,8.237667660317704588e-01,8.176711837078157186e-02
2.999999999999999889e-02,3.105034504652067207e-01,4.726397047333493195e-01,6.653719704901106535e-01,4.082470821486257617e-01,8.521064262971446146e-01,8.254723569174017284e-01,7.137361822516180565e-01,6.586871527557075501e-01,2.184668702906853999e-01,2.456044726373224352e-01
4.000000000000000083e-02,1.279775213538656198e+00,5.996602656326959213e+00,2.205502098735127703e+00,9.021203227069648500e-01,1.337741974924511634e+00,5.353512303954636176e-01,4.439206012829481351e-01,9.693894408991793332e-01,8.755265732087333941e-01,8.968181204166122411e-01
5.000000000000000278e-02,2.649418151319676284e-01,1.751053035284513004e-01,4.572151126507249530e-01,8.308281505647188148e-01,3.130364915707775642e-01,6.570521135631375298e-01,1.265919366484050401e-01,6.608907581874405857e-01,6.682135482900666834e-02,3.463672320198390442e-01
5.999999999999999778e-02,5.478835823553178663e-01,2.916069494303000567e-02,9.188346240211008320e-01,6.971492938975782927e-01,5.146005189738365182e-01,7.183595554372390612e-01,5.925917461918727147e-01,8.772156963356669834e-01,4.417411457090521520e-01,1.517113138850930409e-01
7.000000000000000666e-02,5.372410363465187633e-01,3.528888518837774435e-01,5.888377009360802328e-01,5.673075111775357504e-01,5.811131834907026228e-01,1.764340668218141173e-01,2.458285753421782238e-01,6.670860067784049052e-01,2.610238258905649422e-01,7.834633945157326584e-02
8.000000000000000167e-02,6.118824679624069729e-01,3.425236392710712674e-01,5.415050900264912759e-01,9.215653838177843005e-01,4.035306041266456534e-01,3.640948301562192957e-01,1.236178490640840212e-02,5.607864080170110732e-01,3.472386148369547842e-01,1.710509231693561200e-02
8.999999999999999667e-02,6.137546459480701655e-01,5.302231389348416313e-01,7.448571668657740785e-01,8.237882717525933929e-01,6.071528325502452139e-01,5.163998839324032142e-01,5.193789423968926400e-01,7.508667438247381698e-01,4.254211703644439901e-01,8.331312368842884730e-01
