t,avg_L
0.000000000000000000e+00,9.999999999999139577e-01
1.000000000000000021e-02,5.107249690076398618e-01
2.000000000000000042e-02,5.494767634194340777e-01
2.999999999999999889e-02,5.656634287445284626e-01
4.000000000000000083e-02,9.357548818030720916e-01
5.000000000000000278e-02,3.297018617953083042e-01
5.999999999999999778e-02,5.702376642735953460e-01
7.000000000000000666e-02,4.450649441151480756e-01
8.000000000000000167e-02,3.838127171414325023e-01
8.999999999999999667e-02,6.104537392491576897e-01
1.000000000000000056e-01,4.716078872601455751e-01
1.100000000000000006e-01,1.046130362787295986e+00
1.199999999999999956e-01,7.767277505232503820e-01
1.300000000000000044e-01,5.772586697293664582e-01
1.400000000000000133e-01,7.327203184486885679e-01
1.499999999999999944e-01,3.722035541225136579e-01
1.600000000000000033e-01,3.863437492985712929e-01
1.700000000000000122e-01,5.811636943501573560e-01
1.799999999999999933e-01,4.338226750901739703e-01
1.900000000000000022e-01,1.031530888659844436e+00
2.000000000000000111e-01,4.189161416514078362e-01
2.099999999999999922e-01,7.490044175961644290e-01
2.200000000000000011e-01,5.055731425560940906e-01
2.300000000000000100e-01,3.737256559843284420e-01
2.399999999999999911e-01,5.098839265930935616e-01
2.500000000000000000e-01,3.823102274876089002e-01
2.600000000000000089e-01,7.081311060602766272e-01
2.700000000000000178e-01,8.270431450718467303e-01
2.800000000000000266e-01,5.658182528054664928e-01
2.899999999999999800e-01,6.800405661681896419e-01
2.999999999999999889e-01,4.453633621729290448e-01
3.099999999999999978e-01,4.391839243379249691e-01
3.200000000000000067e-01,3.758319724981907806e-01
3.300000000000000155e-01,4.160881102997302516e-01
3.400000000000000244e-01,8.430323843335580936e-01
3.500000000000000333e-01,2.503826024021772456e-01
3.599999999999999867e-01,5.966769490814514132e-01
3.699999999999999956e-01,4.681877184506375578e-01
3.800000000000000044e-01,4.238173332510283831e-01
3.900000000000000133e-01,3.536734230610370511e-01
4.000000000000000222e-01,4.325004660553272151e-01
4.100000000000000311e-01,4.905498720758664222e-01
4.199999999999999845e-01,7.870600210518485795e-01
4.299999999999999933e-01,3.856105168290412388e-01
4.400000000000000022e-01,6.755419135095808159e-01
4.500000000000000111e-01,3.019088955499619198e-01
4.600000000000000200e-01,2.765668810375607189e-01
4.700000000000000289e-01,3.545418625588713235e-01
4.799999999999999822e-01,1.939652730603907971e-01
4.899999999999999911e-01,5.185878728908275281e-01
5.000000000000000000e-01,3.432638002213695971e-01
5.100000000000000089e-01,5.340165328149586443e-01
