t,avg_L
0.000000000000000000e+00,1.000000000000023537e+00
1.000000000000000021e-02,8.584945013008886683e-01
2.000000000000000042e-02,7.498307406503950112e-01
2.999999999999999889e-02,6.117952520379728032e-01
4.000000000000000083e-02,6.314938740824371788e-01
5.000000000000000278e-02,8.041046451844882093e-01
5.999999999999999778e-02,8.131543251635178216e-01
7.000000000000000666e-02,8.705320862056727949e-01
8.000000000000000167e-02,8.808612017581352038e-01
8.999999999999999667e-02,7.780176371569589300e-01
1.000000000000000056e-01,7.067059010793773632e-01
1.100000000000000006e-01,6.910064484255600270e-01
1.199999999999999956e-01,6.874094245286602733e-01
1.300000000000000044e-01,7.571384140692545284e-01
1.400000000000000133e-01,8.647168779349501122e-01
1.499999999999999944e-01,7.574846649126916187e-01
1.600000000000000033e-01,8.568476403118541196e-01
1.700000000000000122e-01,6.341737189514882189e-01
1.799999999999999933e-01,7.053601012501102829e-01
1.900000000000000022e-01,6.744422564310823542e-01
2.000000000000000111e-01,7.166284902625503772e-01
2.099999999999999922e-01,8.108203671515989974e-01
2.200000000000000011e-01,7.977747760244304764e-01
2.300000000000000100e-01,7.070009727438766323e-01
2.399999999999999911e-01,5.450465212541708571e-01
2.500000000000000000e-01,5.927188017459850133e-01
2.600000000000000089e-01,6.612809421813636845e-01
2.700000000000000178e-01,7.631350419262149520e-01
2.800000000000000266e-01,6.644663798312968606e-01
2.899999999999999800e-01,7.470290213563099968e-01
2.999999999999999889e-01,6.510400844765065198e-01
3.099999999999999978e-01,6.503415093139124359e-01
3.200000000000000067e-01,6.258821437837917001e-01
3.300000000000000155e-01,6.895445867731103684e-01
3.400000000000000244e-01,6.304327883107254671e-01
3.500000000000000333e-01,6.496436648939303282e-01
3.599999999999999867e-01,5.919272091876544017e-01
3.699999999999999956e-01,7.056821946906459697e-01
3.800000000000000044e-01,5.492227858812901431e-01
3.900000000000000133e-01,5.282416418084161513e-01
4.000000000000000222e-01,5.145447237145635011e-01
4.100000000000000311e-01,6.367563867289410817e-01
4.199999999999999845e-01,6.194287680932913931e-01
4.299999999999999933e-01,6.664766475542385216e-01
4.400000000000000022e-01,5.223496174999813224e-01
4.500000000000000111e-01,5.738987319656232433e-01
4.600000000000000200e-01,5.009756026555319819e-01
4.700000000000000289e-01,5.209659437063403065e-01
4.799999999999999822e-01,5.684731015148607458e-01
4.899999999999999911e-01,4.818287094052389197e-01
5.000000000000000000e-01,4.524291654080849767e-01
5.100000000000000089e-01,5.572676154127240711e-01
5.200000000000000178e-01,4.062537778317716897e-01
5.300000000000000266e-01,4.608134965527793114e-01
5.400000000000000355e-01,4.994711503249188445e-01
5.500000000000000444e-01,5.416027286878137836e-01
5.600000000000000533e-01,4.216306485938209891e-01
5.700000000000000622e-01,3.483013581101043199e-01
5.799999999999999600e-01,3.469592754089930731e-01
5.899999999999999689e-01,4.412656963872360616e-01
5.999999999999999778e-01,4.401122470237138762e-01
6.099999999999999867e-01,3.628870587753522670e-01
6.199999999999999956e-01,3.492331210596433255e-01
6.300000000000000044e-01,3.891299862803356824e-01
6.400000000000000133e-01,3.634113098655977758e-01
6.500000000000000222e-01,3.521735753732939678e-01
6.600000000000000311e-01,4.071533084884310094e-01
6.700000000000000400e-01,3.270774897612319654e-01
6.800000000000000488e-01,2.947935124641766769e-01
6.900000000000000577e-01,3.900497252477579391e-01
7.000000000000000666e-01,3.292889654673835098e-01
7.099999999999999645e-01,4.550321345966571451e-01
7.199999999999999734e-01,3.255672884532516687e-01
7.299999999999999822e-01,2.792119066992014842e-01
7.399999999999999911e-01,2.834325994628300593e-01
7.500000000000000000e-01,2.771519357797107563e-01
7.600000000000000089e-01,2.182350220775206573e-01
7.700000000000000178e-01,3.137078390487438861e-01
7.800000000000000266e-01,3.430711174513080275e-01
7.900000000000000355e-01,2.082469363560598419e-01
8.000000000000000444e-01,4.045291833053195063e-01
8.100000000000000533e-01,2.822145711457577644e-01
8.200000000000000622e-01,2.470836361971508743e-01
8.300000000000000711e-01,2.339062723871560001e-01
8.399999999999999689e-01,1.983274793298369088e-01
8.499999999999999778e-01,1.996748420565703508e-01
8.599999999999999867e-01,2.519661517098811809e-01
8.699999999999999956e-01,2.647271016510507335e-01
8.800000000000000044e-01,2.750674781048974560e-01
8.900000000000000133e-01,3.002266551242951942e-01
9.000000000000000222e-01,2.130609524662411824e-01
9.100000000000000311e-01,1.193257579227645360e-01
9.200000000000000400e-01,1.946649699316952142e-01
9.300000000000000488e-01,2.123608421313187833e-01
9.400000000000000577e-01,2.505797091827581813e-01
9.500000000000000666e-01,2.568745307500478470e-01
9.599999999999999645e-01,2.790992939701965048e-01
9.699999999999999734e-01,1.726634231188836077e-01
9.799999999999999822e-01,1.568607018742810000e-01
9.899999999999999911e-01,1.984495342202754475e-01
1.000000000000000000e+00,1.278872333163456054e-01
1.010000000000000009e+00,1.596246390417824235e-01
1.020000000000000018e+00,1.228867166139832046e-01
1.030000000000000027e+00,1.405891370267091656e-01
1.040000000000000036e+00,1.508217921573823395e-01
1.050000000000000044e+00,1.467127016925010574e-01
1.060000000000000053e+00,1.387554954190713397e-01
1.070000000000000062e+00,1.673536520286168228e-01
1.080000000000000071e+00,1.444302249784341075e-01
1.090000000000000080e+00,1.493021305421944334e-01
1.100000000000000089e+00,1.443463777655760727e-01
1.110000000000000098e+00,1.558440509848702804e-01
1.120000000000000107e+00,1.229218403695928330e-01
1.130000000000000115e+00,1.100244433533594662e-01
1.140000000000000124e+00,1.297593128598459322e-01
1.150000000000000133e+00,9.756662567150586884e-02
1.159999999999999920e+00,8.791590555936754092e-02
1.169999999999999929e+00,8.766277091330705595e-02
1.179999999999999938e+00,9.449881886268263198e-02
1.189999999999999947e+00,8.472716061307891677e-02
1.199999999999999956e+00,1.220210604421955447e-01
1.209999999999999964e+00,1.177524451276104195e-01
1.219999999999999973e+00,1.200425011127559116e-01
1.229999999999999982e+00,9.457967964769758984e-02
1.239999999999999991e+00,1.042442052473360192e-01
1.250000000000000000e+00,9.241822792353329707e-02
1.260000000000000009e+00,1.112401532460456088e-01
1.270000000000000018e+00,5.798336376237726852e-02
1.280000000000000027e+00,6.012526428775921000e-02
1.290000000000000036e+00,4.766585916538677858e-02
1.300000000000000044e+00,5.744273299343431033e-02
1.310000000000000053e+00,5.510247893498314287e-02
1.320000000000000062e+00,5.514897637337685260e-02
1.330000000000000071e+00,5.768819705280937848e-02
1.340000000000000080e+00,4.720292915587943894e-02
1.350000000000000089e+00,5.597737506560020865e-02
1.360000000000000098e+00,5.628143507609246338e-02
1.370000000000000107e+00,7.947473638174304411e-02
1.380000000000000115e+00,7.538324463694366651e-02
1.390000000000000124e+00,7.758877502355449041e-02
1.400000000000000133e+00,6.798067122286022279e-02
1.409999999999999920e+00,7.036038283265458326e-02
1.419999999999999929e+00,4.714920265552707823e-02
