t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,1.000000000000000222e+00,1.000000000000003775e+00,1.000000000000107914e+00,1.000000000000033529e+00,1.000000000000043521e+00,1.000000000000030642e+00,1.000000000000030198e+00,9.999999999999965583e-01,1.000000000000010436e+00,1.000000000000016875e+00
1.000000000000000021e-02,8.954435611191509103e-01,8.793078422851091647e-01,9.730023587265023144e-01,8.376811603166682829e-01,3.522882647847945248e-01,9.169036557186663883e-01,7.725733686859103111e-01,9.653679181587360159e-01,1.473614786619457662e-01,5.843082741069143271e-01
2.000000000000000042e-02,8.141826199754006455e-01,8.104076692515356228e-01,9.113934834539375585e-01,7.763094139929882509e-01,7.233520673078017715e-01,5.983031948877419737e-01,5.546739660356221346e-01,9.311845525838662319e-01,7.066019222058891325e-01,3.133094581300387982e-01
2.999999999999999889e-02,6.426925565255878769e-01,6.393103710658686323e-01,8.750041687523013589e-01,7.212019555439342922e-01,5.842801330100769741e-01,3.463593415729671610e-01,2.600111390234530750e-01,8.438642761168937412e-01,2.692880556009945581e-01,1.384036932198312864e-01
4.000000000000000083e-02,4.615393078703675100e-01,6.153315017233217388e-01,7.852085394321758338e-01,9.143823986527224168e-01,3.665265436633129981e-01,6.476562464415526188e-01,3.265188047202474686e-01,8.194179482691605898e-01,9.008858378269455347e-01,9.889620503690729758e-02
5.000000000000000278e-02,7.613468741922647665e-01,8.468624161767117631e-01,8.919106632117947964e-01,6.878911791451322033e-01,8.756551778289690668e-01,8.822970741643096915e-01,6.683338640712073175e-01,8.951240956063076792e-01,4.875358625893020381e-01,3.884947602429701385e-01
5.999999999999999778e-02,7.191790648089720905e-01,8.341953178457159890e-01,9.370065048494581328e-01,8.428833491542698786e-01,6.611248220876173587e-01,5.902761218625982576e-01,3.718038435276125320e-01,9.521820456249757703e-01,9.279286371053457882e-01,7.921133324813196541e-01
7.000000000000000666e-02,8.913601738854518564e-01,7.794527242297653036e-01,8.497039985258937334e-01,9.741396735067148205e-01,9.010952196593107200e-01,9.103521944500355678e-01,7.649088444200115022e-01,9.613223110045958641e-01,8.205478928631719793e-01,6.149603457619995384e-01
8.000000000000000167e-02,9.061455681574511756e-01,7.901211264455746397e-01,9.512919544071540834e-01,9.561855194545990644e-01,8.555768353588192321e-01,9.605659080735243771e-01,3.087049758696537305e-01,9.292932028324017990e-01,8.193358745927526998e-01,5.813242296623502003e-01
8.999999999999999667e-02,7.529437500822346863e-01,7.496819417325000234e-01,8.645279668721130850e-01,8.340048623597589028e-01,7.121399437334861027e-01,9.543710789016521812e-01,8.030915242316831737e-01,9.392794233182465424e-01,3.499625478866832395e-01,6.964206797360430468e-01
1.000000000000000056e-01,7.839999515490091442e-01,6.363024898411547836e-01,8.413386913422183921e-01,7.708144582838452052e-01,5.033838233796779082e-01,8.515031131382856389e-01,5.887729228954627914e-01,8.958688170248692018e-01,6.425973438749095212e-01,3.310580358590610728e-01
1.100000000000000006e-01,6.571738197848782104e-01,7.248390770662417326e-01,8.795990895106028384e-01,6.104029884036065168e-01,8.451563042649595792e-01,3.684360808946717802e-01,8.339036392871059800e-01,9.248101760190865495e-01,1.924686415780121340e-01,3.005407316437643805e-01
1.199999999999999956e-01,6.279362728162823926e-01,7.468825762410381541e-01,8.542706099735065672e-01,8.129543824029674681e-01,5.990345691680436513e-01,2.629769220027386445e-01,4.792702543432175166e-01,8.763236571267267738e-01,8.009222607554054019e-01,3.279241486447059262e-01
1.300000000000000044e-01,8.078873119749042653e-01,7.925990688031422371e-01,9.354411756164427993e-01,9.288924764347539220e-01,7.216777593353669307e-01,5.297909675227248094e-01,2.569124661975278334e-01,9.412788570538263011e-01,6.632220091294843689e-02,1.870537708765040719e-01
