t,avg_L
0.000000000000000000e+00,1.000000000000280886e+00
2.000000000000000042e-02,9.659878059735951261e-01
4.000000000000000083e-02,9.500619722513483634e-01
5.999999999999999778e-02,9.985734970104176433e-01
8.000000000000000167e-02,9.584008246691448907e-01
1.000000000000000056e-01,9.326655167704462901e-01
1.199999999999999956e-01,9.928960233753186815e-01
1.400000000000000133e-01,9.390489139520652451e-01
1.600000000000000033e-01,9.735668894574043275e-01
1.799999999999999933e-01,9.773771681477043671e-01
2.000000000000000111e-01,8.899976454979632301e-01
2.200000000000000011e-01,9.559098304600049945e-01
2.399999999999999911e-01,9.586118550316453657e-01
2.600000000000000089e-01,8.910974886543900908e-01
2.800000000000000266e-01,9.346558061984833188e-01
2.999999999999999889e-01,9.407135480405164341e-01
3.200000000000000067e-01,8.898121356326810227e-01
3.400000000000000244e-01,9.318139022638128877e-01
3.599999999999999867e-01,9.075225348811286619e-01
3.800000000000000044e-01,8.846500201225148130e-01
4.000000000000000222e-01,9.111774820920971463e-01
4.199999999999999845e-01,8.674731030529613252e-01
4.400000000000000022e-01,8.454586792389463534e-01
4.600000000000000200e-01,8.884396727332550814e-01
4.799999999999999822e-01,7.914739535097894407e-01
5.000000000000000000e-01,7.502180741438392308e-01
5.200000000000000178e-01,8.266423462585551496e-01
5.400000000000000355e-01,7.189775731446169660e-01
5.600000000000000533e-01,7.101383543585091385e-01
5.799999999999999600e-01,7.722552666064548266e-01
5.999999999999999778e-01,6.448216026142794544e-01
6.199999999999999956e-01,6.793241202195527961e-01
6.400000000000000133e-01,7.282867671938552112e-01
6.600000000000000311e-01,6.020634854777002776e-01
6.800000000000000488e-01,6.823011920079913306e-01
7.000000000000000666e-01,6.628328721922176481e-01
7.199999999999999734e-01,5.487706394820953681e-01
7.399999999999999911e-01,6.270147164528195871e-01
7.600000000000000089e-01,5.964328082239681583e-01
7.800000000000000266e-01,4.884727577848851920e-01
8.000000000000000444e-01,5.692501844410062795e-01
8.200000000000000622e-01,5.267459151053501820e-01
8.399999999999999689e-01,4.382680720586491496e-01
8.599999999999999867e-01,5.121485050183204324e-01
8.800000000000000044e-01,4.651713340732803181e-01
9.000000000000000222e-01,4.271991857183898844e-01
9.200000000000000400e-01,4.526907248566149344e-01
9.400000000000000577e-01,4.146050366142225441e-01
9.599999999999999645e-01,3.901400165018057420e-01
9.799999999999999822e-01,4.332302391265813735e-01
1.000000000000000000e+00,3.661962465480984585e-01
1.020000000000000018e+00,3.382618079146160195e-01
1.040000000000000036e+00,3.469732751763122680e-01
1.060000000000000053e+00,3.211209456755456659e-01
1.080000000000000071e+00,3.038915168184443405e-01
1.100000000000000089e+00,3.027752630041975479e-01
1.120000000000000107e+00,2.935689421315688663e-01
1.140000000000000124e+00,2.909051486337252967e-01
1.159999999999999920e+00,2.782536583051771761e-01
1.179999999999999938e+00,2.546543058303255558e-01
1.199999999999999956e+00,2.310327320824351882e-01
1.219999999999999973e+00,2.290162333947229345e-01
1.239999999999999991e+00,2.132424602888135234e-01
1.260000000000000009e+00,1.967619147706408944e-01
1.280000000000000027e+00,1.993316376368411691e-01
1.300000000000000044e+00,1.617620753191182092e-01
1.320000000000000062e+00,1.732107292920453123e-01
1.340000000000000080e+00,1.477528920773231447e-01
1.360000000000000098e+00,1.331166704184281735e-01
1.380000000000000115e+00,1.323359377356772004e-01
1.400000000000000133e+00,1.206535710398198707e-01
1.419999999999999929e+00,1.255800700053049113e-01
1.439999999999999947e+00,1.400385079170059499e-01
1.459999999999999964e+00,1.277774112157876174e-01
1.479999999999999982e+00,1.082407361969404125e-01
1.500000000000000000e+00,1.071166177126380570e-01
1.520000000000000018e+00,1.017265347370376188e-01
1.540000000000000036e+00,1.017503173262336580e-01
1.560000000000000053e+00,1.124130777203740938e-01
1.580000000000000071e+00,8.253612252059258636e-02
1.600000000000000089e+00,6.672531424508944264e-02
1.620000000000000107e+00,7.119230858960318153e-02
1.640000000000000124e+00,5.908214405708407668e-02
1.660000000000000142e+00,5.850947325040661146e-02
