t,avg_L
0.000000000000000000e+00,1.000000000000143885e+00
2.000000000000000042e-02,9.945428992598577267e-01
4.000000000000000083e-02,9.931348521089502501e-01
5.999999999999999778e-02,9.967846795524551995e-01
8.000000000000000167e-02,9.896225615130586073e-01
1.000000000000000056e-01,9.863136589722883985e-01
1.199999999999999956e-01,9.804158963966612683e-01
1.400000000000000133e-01,9.508550258926440346e-01
1.600000000000000033e-01,9.562251257807282689e-01
1.799999999999999933e-01,9.645185914653412462e-01
2.000000000000000111e-01,9.341592660561633954e-01
2.200000000000000011e-01,9.729965467416952229e-01
2.399999999999999911e-01,9.002651035385711431e-01
2.600000000000000089e-01,9.440432684867569035e-01
2.800000000000000266e-01,9.269240534886951099e-01
2.999999999999999889e-01,8.975333192064622878e-01
3.200000000000000067e-01,9.211243125916578345e-01
3.400000000000000244e-01,9.079854407732835808e-01
3.599999999999999867e-01,8.907787851098489806e-01
3.800000000000000044e-01,8.326974101459972966e-01
4.000000000000000222e-01,8.425852292335131999e-01
4.199999999999999845e-01,8.132956669695569074e-01
4.400000000000000022e-01,7.892248891408065736e-01
4.600000000000000200e-01,7.688222574504743889e-01
4.799999999999999822e-01,7.467589653990518439e-01
5.000000000000000000e-01,7.257731231459919607e-01
5.200000000000000178e-01,7.004251961449349251e-01
5.400000000000000355e-01,6.806275617622729035e-01
5.600000000000000533e-01,6.469549643445876574e-01
5.799999999999999600e-01,6.162012008206853020e-01
5.999999999999999778e-01,5.834021147378571914e-01
6.199999999999999956e-01,5.467830420369138578e-01
6.400000000000000133e-01,5.289032220633105297e-01
6.600000000000000311e-01,5.158475793362047312e-01
6.800000000000000488e-01,4.797720360689284869e-01
7.000000000000000666e-01,4.606983688228017404e-01
7.199999999999999734e-01,4.031908735840971092e-01
7.399999999999999911e-01,3.912540421882965691e-01
7.600000000000000089e-01,3.415463094745064265e-01
7.800000000000000266e-01,3.003521708828919556e-01
8.000000000000000444e-01,2.627070628363958882e-01
8.200000000000000622e-01,2.388236201446514162e-01
8.399999999999999689e-01,2.152967436605341400e-01
8.599999999999999867e-01,1.970695064791175843e-01
8.800000000000000044e-01,1.803028696035185452e-01
9.000000000000000222e-01,1.631249049308721166e-01
9.200000000000000400e-01,1.501802782975045492e-01
9.400000000000000577e-01,1.396096525064202398e-01
9.599999999999999645e-01,1.282628038449041552e-01
9.799999999999999822e-01,1.186850409720811711e-01
1.000000000000000000e+00,1.115488509891011948e-01
1.020000000000000018e+00,1.051786946560250013e-01
1.040000000000000036e+00,9.883330480982821520e-02
1.060000000000000053e+00,9.423366370046903917e-02
1.080000000000000071e+00,9.112441276119087608e-02
1.100000000000000089e+00,9.229680003639598174e-02
1.120000000000000107e+00,8.296964408266453705e-02
1.140000000000000124e+00,8.210801579702209363e-02
1.159999999999999920e+00,8.010143486298132443e-02
1.179999999999999938e+00,7.697671416944186495e-02
1.199999999999999956e+00,7.644358117040270240e-02
1.219999999999999973e+00,7.604489412758873301e-02
1.239999999999999991e+00,7.323198174998703236e-02
1.260000000000000009e+00,7.279111013624882387e-02
1.280000000000000027e+00,7.351480643612295918e-02
1.300000000000000044e+00,7.203997097483519352e-02
1.320000000000000062e+00,7.060196319604647441e-02
1.340000000000000080e+00,7.151902634686874149e-02
1.360000000000000098e+00,7.109672946327152965e-02
1.380000000000000115e+00,6.982323139427666636e-02
1.400000000000000133e+00,7.064707427948031804e-02
1.419999999999999929e+00,7.195071460519841811e-02
1.439999999999999947e+00,7.102344059781853791e-02
1.459999999999999964e+00,6.550216503077818664e-02
1.479999999999999982e+00,6.201626276566778867e-02
1.500000000000000000e+00,6.076100079403284893e-02
1.520000000000000018e+00,5.674216127085624645e-02
1.540000000000000036e+00,4.928378271173924907e-02
1.560000000000000053e+00,4.155924642005615066e-02
1.580000000000000071e+00,4.102073167281058280e-02
1.600000000000000089e+00,3.504367722047160155e-02
1.620000000000000107e+00,2.682148317684880656e-02
1.640000000000000124e+00,2.246873642604932386e-02
1.660000000000000142e+00,2.173990309597363668e-02
1.679999999999999938e+00,2.307851245905443230e-02
1.699999999999999956e+00,2.433916342267255020e-02
1.719999999999999973e+00,2.412710116994755405e-02
1.739999999999999991e+00,2.154116043568449906e-02
1.760000000000000009e+00,1.738964857598696359e-02
1.780000000000000027e+00,1.330185982218718213e-02
1.800000000000000044e+00,1.041272802322005912e-02
1.820000000000000062e+00,9.310957651872602686e-03
1.840000000000000080e+00,9.608946364808161264e-03
1.860000000000000098e+00,1.058455827953008570e-02
1.880000000000000115e+00,1.144484480552156701e-02
1.900000000000000133e+00,1.166765523128538914e-02
1.919999999999999929e+00,1.080778200464668076e-02
1.939999999999999947e+00,9.156115625513952527e-03
1.959999999999999964e+00,7.473342236877388370e-03
1.979999999999999982e+00,6.612962306510272031e-03
2.000000000000000000e+00,6.989996387151526172e-03
2.020000000000000018e+00,8.113175373360970860e-03
2.040000000000000036e+00,7.016665062246348755e-03
2.060000000000000053e+00,5.894115843736951084e-03
2.080000000000000071e+00,4.177545877786958094e-03
2.100000000000000089e+00,3.730586174963515175e-03
2.120000000000000107e+00,2.858505978860889380e-03
2.140000000000000124e+00,2.026932990346801480e-03
2.160000000000000142e+00,1.666385748830599353e-03
2.180000000000000160e+00,1.312521541651627500e-03
2.200000000000000178e+00,1.021655636679371986e-03
2.220000000000000195e+00,9.190396408137095716e-04
2.240000000000000213e+00,7.191733621193874618e-04
2.260000000000000231e+00,6.407806492055019391e-04
2.280000000000000249e+00,6.257397204340115404e-04
2.300000000000000266e+00,5.280186196287949951e-04
2.319999999999999840e+00,5.540370481560552693e-04
2.339999999999999858e+00,5.083229274449685507e-04
2.359999999999999876e+00,4.654077702949629448e-04
2.379999999999999893e+00,4.718259079259653566e-04
2.399999999999999911e+00,4.713432244062170143e-04
2.419999999999999929e+00,4.477450106833587014e-04
2.439999999999999947e+00,4.343092587997040709e-04
2.459999999999999964e+00,4.108324393915855884e-04
2.479999999999999982e+00,3.708821143515987780e-04
2.500000000000000000e+00,3.612025928136133857e-04
2.520000000000000018e+00,3.200374202252865468e-04
2.540000000000000036e+00,2.892412215146312137e-04
2.560000000000000053e+00,2.417852454103729077e-04
2.580000000000000071e+00,1.982969661555656401e-04
2.600000000000000089e+00,1.534412360055615395e-04
2.620000000000000107e+00,1.228857103925559918e-04
2.640000000000000124e+00,8.717153016644301009e-05
2.660000000000000142e+00,5.725701939679621907e-05
2.680000000000000160e+00,4.340556865391088107e-05
2.700000000000000178e+00,2.730661347029103496e-05
2.720000000000000195e+00,1.798425428544854883e-05
2.740000000000000213e+00,1.196056150261426384e-05
2.760000000000000231e+00,7.305655727292348562e-06
2.780000000000000249e+00,4.542995034053540047e-06
2.800000000000000266e+00,3.013996825845352526e-06
2.819999999999999840e+00,1.943961729554198751e-06
2.839999999999999858e+00,1.620312552857695796e-06
2.859999999999999876e+00,1.417851559066696590e-06
2.879999999999999893e+00,1.193519214723926572e-06
2.899999999999999911e+00,1.537988318121916956e-06
2.919999999999999929e+00,1.753751490644049597e-06
2.939999999999999947e+00,2.136143775980261752e-06
