t,avg_L
0.000000000000000000e+00,1.000000000000051070e+00
1.000000000000000021e-02,1.252133541080129378e-02
2.000000000000000042e-02,1.330591561982424065e-01
2.999999999999999889e-02,4.681519823229327026e-02
4.000000000000000083e-02,1.041361560982724949e-01
5.000000000000000278e-02,2.194095111246354562e-02
5.999999999999999778e-02,3.517071240917326036e-01
7.000000000000000666e-02,3.422547990841621340e-02
8.000000000000000167e-02,1.015244148096237364e-01
8.999999999999999667e-02,3.660344995451038086e-01
1.000000000000000056e-01,2.140118615937608090e-02
1.100000000000000006e-01,1.887763813980812902e-02
1.199999999999999956e-01,4.958457803347686432e-02
1.300000000000000044e-01,5.157202951333103580e-02
1.400000000000000133e-01,2.564384437865712130e-01
1.499999999999999944e-01,9.767186647270702238e-02
1.600000000000000033e-01,4.471549545496108363e-02
1.700000000000000122e-01,1.018298147564692946e-01
1.799999999999999933e-01,9.269250888733142346e-02
1.900000000000000022e-01,5.954669371843861192e-02
2.000000000000000111e-01,5.741955065808303921e-02
2.099999999999999922e-01,1.242928742344655280e-01
2.200000000000000011e-01,6.190535427727482387e-02
2.300000000000000100e-01,5.663566772101689961e-02
2.399999999999999911e-01,2.802134601185266721e-02
2.500000000000000000e-01,2.655726727603503062e-02
2.600000000000000089e-01,3.275935368362276612e-01
2.700000000000000178e-01,4.727246998183144699e-02
2.800000000000000266e-01,1.744101957177601192e-01
2.899999999999999800e-01,1.507772577822328042e-01
2.999999999999999889e-01,1.390463922460232968e-02
3.099999999999999978e-01,3.321654585065379750e-02
3.200000000000000067e-01,7.990632753297888247e-02
3.300000000000000155e-01,6.524092650124617171e-05
3.400000000000000244e-01,2.519216054401473004e-01
3.500000000000000333e-01,9.171866431627011262e-02
3.599999999999999867e-01,8.280761541557367378e-02
3.699999999999999956e-01,2.134902962938791671e-01
3.800000000000000044e-01,7.340333879081153978e-02
3.900000000000000133e-01,1.282858530453894752e-01
4.000000000000000222e-01,1.259641246417488314e-01
4.100000000000000311e-01,1.150720379838154617e-01
4.199999999999999845e-01,2.295710370269292144e-01
4.299999999999999933e-01,1.187904383150948096e-01
4.400000000000000022e-01,5.794227933479346310e-02
4.500000000000000111e-01,3.957821517737212386e-02
4.600000000000000200e-01,1.854555201091356575e-01
4.700000000000000289e-01,1.032768858640011056e-01
4.799999999999999822e-01,6.939813570033787071e-02
4.899999999999999911e-01,3.133067870268801958e-01
5.000000000000000000e-01,1.344393013124871583e-01
5.100000000000000089e-01,1.683541671315799404e-01
5.200000000000000178e-01,4.364949607423510708e-02
5.300000000000000266e-01,9.562866102501602419e-03
5.400000000000000355e-01,1.551862327175775880e-01
5.500000000000000444e-01,6.675970721226569260e-02
5.600000000000000533e-01,6.219154999457054966e-02
