t,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9
0.000000000000000000e+00,9.999999999981684651e-01,9.999999999979860554e-01,9.999999999979582999e-01,9.999999999979268805e-01,9.999999999981287191e-01,9.999999999981056265e-01,9.999999999978621545e-01,9.999999999982817078e-01,9.999999999979737320e-01,9.999999999980309084e-01
1.000000000000000021e-02,7.117343260573799624e-01,6.827085672853662190e-01,1.694958646065889973e-01,8.841827613255648366e-01,3.810359476425943526e-01,9.418119544085878925e-01,2.824278885789135562e-03,2.583240000203591569e-01,1.085679668145870247e+00,4.342047771613083418e-02
2.000000000000000042e-02,8.187465476381170504e-01,3.999780101860604953e-01,2.484223373539948959e-02,7.039675115230700220e-01,3.906666505181309312e-01,8.722306783619642179e-01,-3.735787652389023082e-04,1.257106605287555343e-02,2.415024120609681468e-01,1.505919648198428273e-02
2.999999999999999889e-02,5.750288397547593799e-01,3.086330116528298584e-01,3.593183291739642654e-02,6.986823891664077912e-01,2.946256387773451557e-01,8.875912079027515889e-01,1.993869104099728080e-03,1.335496287145599651e-03,1.343572105777007253e-01,1.122958288271861966e-03
4.000000000000000083e-02,6.147116457593370109e-01,2.055020145041525637e-01,1.697549065774558129e-03,5.885053855188449035e-01,5.442399062743409344e-01,8.938983341344095557e-01,3.006722955194463323e-02,8.755521138245635215e-02,1.946942948636361803e-01,2.371874013060966749e-03
5.000000000000000278e-02,4.510533044707311645e-01,8.201263288237196081e-01,1.092232155070353749e-03,4.894618772695782938e-01,1.335838078797579598e-01,8.383543813787827093e-01,1.334365534405927006e-02,1.954204466393019007e-02,5.630123756186779238e-02,1.042758650288405989e-03
5.999999999999999778e-02,6.655952759960178655e-01,4.741933811257199038e-01,6.354193565269720956e-03,2.207411965581906610e-01,4.583642499767205669e-02,7.830460203033202671e-01,2.489851871871697625e-02,3.655058437874501576e-01,1.991418824955722144e-02,8.847136424844659688e-03
7.000000000000000666e-02,7.282071016972857525e-01,1.820820304160196967e-01,3.061453653715583492e-02,6.729451942948361243e-01,5.830660925096442515e-01,8.777798574068824689e-01,2.124682126147788962e-03,1.799597613354061640e-02,1.319668394228007691e-01,1.699769738752985877e-04
8.000000000000000167e-02,8.036563351825452006e-01,2.310880832525171735e-01,6.710710160480166941e-02,8.029433612884586680e-01,8.214846016873512680e-01,9.017949298995031615e-01,7.390511731914557389e-03,2.563710100511477075e-01,2.378541003750983540e-01,7.457394730225003568e-05
8.999999999999999667e-02,7.222302606731800800e-01,4.047794207271137035e-01,3.905861293754801788e-02,8.125119035087786656e-01,8.224174313074360532e-01,7.121285339531747693e-01,-6.576265459586488633e-04,4.134230826986940756e-03,3.676106911157321910e-01,6.621557342554680939e-03
1.000000000000000056e-01,7.906242303771368052e-01,7.313570635075545834e-01,7.581081124246968894e-02,8.782573691572512775e-01,8.068870743797966483e-02,6.436375355403852749e-01,4.102131181563191120e-01,9.212297393453426630e-02,9.711437458025058700e-02,8.573576528043693259e-03
1.100000000000000006e-01,7.393051332844932100e-01,1.139862748735616937e-01,3.134363804290965505e-02,8.391592892304564621e-01,7.609252737343301654e-01,8.319187254820874511e-01,4.263771004106742951e-02,2.008551015059130071e-02,6.382035946891749349e-03,7.738778033925061521e-03
1.199999999999999956e-01,6.769041908594317647e-01,4.155268572340790195e-02,8.046187196516067786e-02,7.538330758168357848e-01,5.833907456116280699e-01,8.771164213143453070e-01,3.575545169060903583e-02,7.162775740812749037e-01,1.428427867801301820e-02,2.181847614636855731e-04
1.300000000000000044e-01,5.800165266906887052e-01,9.483938690611797007e-02,2.540357776079104485e-02,5.019953597194447559e-01,2.401141572485987474e-02,5.345658935305570569e-01,3.562450034088120859e-02,2.171109933263673172e-02,2.102391421800809679e-01,1.288690996877482793e-03
1.400000000000000133e-01,6.308335442552371886e-01,4.395600520478933348e-01,3.040409042484968141e-02,2.596146872494651259e-01,1.884110796333965387e-01,4.158857121137731760e-01,2.947334032801642717e-03,2.451767758069563815e-03,4.072738995675809909e-02,3.056202491436217986e-02
1.499999999999999944e-01,6.354623816416659077e-01,6.909084000836083206e-01,3.028766542609505948e-03,6.955278550649857117e-01,5.530970853211053528e-01,7.797179670318730160e-01,-1.630946385239528734e-03,1.186784935792656879e-03,1.409227677603634753e-03,8.879205051330059384e-03
1.600000000000000033e-01,5.983105041788550071e-01,4.419199240743144907e-02,5.586805620617450036e-03,4.589374765233761866e-01,6.372268075170398616e-01,7.946686948941151796e-01,6.278919442797570305e-02,1.107568023784389136e-02,7.538103747863177627e-03,3.767129988843644041e-04
1.700000000000000122e-01,5.413700751351772089e-01,2.051375917878051069e-02,8.200331603268102730e-04,3.952980639938702967e-01,1.774518228642523732e-01,3.253570013111230508e-01,9.099033086140200302e-03,7.401863025574745292e-02,1.357244534020199400e-01,3.227278774787147166e-06
1.799999999999999933e-01,6.186727410148411543e-01,1.537978788784136186e-01,1.920852439500398967e-01,5.902862374190258610e-01,6.602078109360177693e-01,3.010086951453092019e-01,-8.032278222255374162e-03,3.074154661781372273e-03,3.303390453062778898e-01,1.064329733137532163e-03
1.900000000000000022e-01,7.924032098520762402e-01,3.440398700568483292e-01,5.627043466067481459e-02,7.603186497427630863e-01,6.440096876236048873e-01,7.880983999982894561e-01,6.937786464127350394e-02,3.087790531634628799e-01,8.478118557994365756e-02,2.773988917992797031e-03
2.000000000000000111e-01,7.101191332216117980e-01,5.166574758792148447e-01,2.489656397276493738e-01,8.717119172602715294e-01,4.635911286611465454e-01,7.083175769205197758e-01,-1.181574221235307540e-03,5.620157189001667025e-02,5.637604218770370101e-02,7.999490067728134979e-02
2.099999999999999922e-01,6.700374946531624243e-01,3.037069023984282912e-01,2.157967731910638912e-02,8.187490903259854180e-01,2.231115982890644750e-02,1.509083351393654404e-01,4.406174137598485130e-04,1.069916383268862264e-01,1.098814775799913587e-02,3.796648231925273814e-03
2.200000000000000011e-01,7.728932087921521754e-01,2.701470908213801647e-01,7.989320767558360029e-03,7.510831558322529355e-01,1.779119779177290861e-01,2.462238407589668610e-01,-3.418959091884016515e-03,7.678913217180124984e-02,2.311760835137960157e+00,3.537644345624321035e-02
2.300000000000000100e-01,6.409509119283226530e-01,9.702323863228540235e-02,1.038398829715651422e-01,8.019095333081038834e-01,6.572631414236211889e-01,8.106536648214844876e-01,-2.193814084136950972e-03,3.932231174995518691e-02,6.170240964281172719e-02,5.415455463931694718e-03
2.399999999999999911e-01,4.851732078144558313e-01,5.918945900746328537e-01,9.204227712924279228e-03,4.619793649513352363e-01,3.855793790713721858e-01,5.614664600435790298e-01,1.430788302582116645e+00,3.861599191919664470e-03,3.144055428420158282e-01,1.289095839526583319e-04
2.500000000000000000e-01,6.969646949195539287e-01,4.005721090955041142e-01,2.069052263658037179e-04,2.922068453553143264e-01,6.757701349673873592e-01,4.036756060359867476e-02,1.008970641031854427e-03,7.185102830628742332e-02,2.939544097929726596e-01,8.022442369924807221e-03
2.600000000000000089e-01,5.619040409009646853e-01,4.052853388438379389e-01,9.344588115557099506e-02,3.390447826409676013e-01,1.714701307822594500e-01,2.643241791921130401e-01,8.582138663466467102e-03,1.425959495399811011e-02,5.225988082831231063e-01,3.581277073736481669e-06
2.700000000000000178e-01,6.798292272454912188e-01,3.105574210211898833e-01,1.102834906435319895e-01,7.879054838279276884e-01,7.179990580730047922e-01,8.719994646019320061e-01,7.602427199880763820e-02,5.637721664472827854e-01,5.390372920201828011e-01,1.012943147743554234e-01
2.800000000000000266e-01,6.048210018269140065e-01,2.846548692700506811e-01,2.387968492377001446e-03,7.047099170708587268e-01,3.367218383083543931e-01,5.196076909790169340e-01,-2.010920071352886285e-05,4.020385763308002847e-02,2.659852374898981631e-01,5.748036903681333527e-03
2.899999999999999800e-01,7.459329694570151492e-01,6.132191007872840327e-01,4.288331518607626375e-02,7.540967821904048796e-01,1.340757332845313454e-01,3.588345907874267160e-02,2.564493463282551799e-03,3.313586568808312566e-02,2.245577905016332698e-01,2.409137913972163314e-01
2.999999999999999889e-01,8.400610474567291597e-01,3.555008292278137305e-01,1.630978147421978386e-02,9.583111808665931708e-01,4.866343651271431425e-01,3.678429184578189681e-01,5.198967998265767443e-02,1.265205463921752400e-04,1.037755460622281044e-02,8.380764423706854940e-03
3.099999999999999978e-01,7.471626724596118763e-01,4.235929505518942761e-01,1.565710833714774319e-01,9.329622788704937664e-01,6.332400070338536358e-01,8.168319928306090327e-01,1.384489543752722741e-02,1.553860506443274433e-02,2.538916319028522439e-01,3.073462806995585703e-02
3.200000000000000067e-01,6.819728806577333158e-01,5.690517768299341306e-01,1.649789230564158854e-02,7.856339205248845659e-01,3.226969402002942133e-01,5.113046686318944989e-01,-1.625094039171818725e-04,2.150679293097335076e-02,2.998408242588431194e-01,7.836219357104911784e-03
3.300000000000000155e-01,7.221140553393896599e-01,4.981293973662476726e-01,3.887256697364570995e-02,5.898523203146468497e-01,3.118809203790086013e-02,1.333981717865656280e-01,-1.382767001595328928e-04,3.460815629094835533e-01,2.356943483862521116e-01,1.309076822936221240e-02
3.400000000000000244e-01,6.306152326201517333e-01,3.784043783320595877e-01,1.352350946756132599e-01,4.868704656316450441e-01,6.403687587863609032e-01,4.975522520542030036e-01,-1.490126450046092010e-03,9.920225946807849588e-05,6.093783766959514070e-01,1.302350047963513752e-02
3.500000000000000333e-01,5.268171861778828680e-01,2.749890678345567885e-01,1.090939466271483860e-01,8.311311334352272651e-01,5.120447296716195140e-01,7.543945465740978795e-01,-3.092906628710647755e-04,8.125428183418670347e-02,3.124176295067841447e-01,2.880666216593088386e-02
3.599999999999999867e-01,4.745815701356461691e-01,1.043202548941807861e-01,6.334764127457112592e-02,3.152749291852812719e-01,3.210689047013114972e-01,4.723910054305991424e-01,-2.360289405233708185e-02,9.097358204454133253e-06,1.283190709522951556e+00,2.318583935537957968e-02
3.699999999999999956e-01,5.797509164850057628e-01,1.480791045463121791e-01,3.128857261577857457e-02,3.400937203884707993e-01,1.238273972632922132e-01,3.013198620396506100e-01,1.149606368244435661e-03,5.166663806631822259e-04,4.640938547559200072e-02,6.844827969543698307e-05
3.800000000000000044e-01,6.183164266399036046e-01,1.633327131344496363e-01,1.863885579934645639e-02,7.180022611447334224e-01,3.609873241433352864e-01,6.103029364010787994e-01,3.797517926624184581e-02,1.780163117558616242e-03,5.436801371868842797e-02,1.137126050217142706e-02
3.900000000000000133e-01,7.535962143831971272e-01,6.109147531942159537e-01,1.352755899324102618e-01,7.472830012220510465e-01,2.753831122008263410e-01,8.034185516019629603e-01,5.348235039991669493e-03,4.253684370695834382e-02,1.215111083430922903e-02,2.421682055280752882e-04
4.000000000000000222e-01,6.540142248434624994e-01,1.480586130855952309e-01,4.454751706607328922e-03,8.323313625312086517e-01,8.152947431444336479e-02,5.261404720965974224e-01,2.315137043278180616e-03,2.609699005244675574e-01,5.219251549746344310e-01,2.460487202712518997e-03
4.100000000000000311e-01,7.662375497793667556e-01,6.044246373421799379e-02,3.548082529007832719e-01,8.008797013867200443e-01,5.560663292176271089e-01,4.860410908395436103e-01,1.069052475340181649e-02,3.389265177860346090e-01,1.817015838544582332e-02,1.474007736359522020e-03
